,comment_sentence,partition,category
1261,@link org^apache.hadoop^yarn.server^resourcemanager.webapp^dao.resourcerequestinfo,0,Pointer
1262,"p if you are unfamiliar with bloom filters, this nice a",0,Pointer
1263,modified to adapt to guava coding conventions,0,Pointer
1264,please see @link com^google.common^collect.testing^maptestsuitebuilder .,0,Pointer
1265,"orderings, override @link #compare writablecomparable,writablecomparable .",0,Pointer
1266,create operation.,0,Pointer
1267,a hashmap backed implementation of @link targetdetails for termina^^^n.,0,Pointer
1268,https github^com facebook rocksdb wiki setup options and basic tuning,0,Pointer
1269,p one may optimize compare intensive operations by overriding,0,Pointer
1270,this is an unsuprising assumption based on the general idea of,0,Pointer
1271,see interface hierarchy for more specifics.,0,Pointer
1272,@link #queueevent breakpointevent that ensures each event is fully,0,Pointer
1273,handles listener management for @link valuechangelistener s and,0,Pointer
1274,return instead.,0,Pointer
1275,href http llimllib^github.com bloomfilter tutorial tutorial a may help you understand how,0,Pointer
1276,library.,0,Pointer
1277,the context that is given to the @link mapper .,0,Pointer
1278,explained a in the guava user guide for more advice.,0,Pointer
1279,static utility methods are,0,Pointer
1280,the next event would become intermingled.,0,Pointer
1281,a @link sslsocketfactory that can delegate to various ssl implementations.,0,Pointer
1282,"@see com^vaadin.ui^panel#changevariables java^lang.object, java^util.map",0,Pointer
1283,@link binder,0,Pointer
1284,these enums can be used in @link grid#setselectionmode selectionmode,0,Pointer
1285,supposed to be last writing operation and will close the file.,0,Pointer
1286,with the help of the,0,Pointer
1287,@see icelementdelta,0,Pointer
1288,tracking.,0,Pointer
1289,implementation of the @link shuffledataio plugin system that replicates the local shuffle,0,Pointer
1290,that @linkplain #mightcontain object will erroneously return @code true for an object that,0,Pointer
1291,volumeset to manage hdds volumes in a datanode.,0,Pointer
1292,"@link builder , users can also make verifications of the custom resource",0,Pointer
1293,documentation for options.,0,Pointer
1294,@param r response,0,Pointer
1295,tests @link keyinputstream .,0,Pointer
1296,@see multiselectionmodel,0,Pointer
1297,https github^com facebook rocksdb blob master include rocksdb options^h,0,Pointer
1298,these can either be,0,Pointer
1299,@see icconfigurationdescription,0,Pointer
