,comment_sentence,partition,category
858,bind service^class ^to serviceimpl^class ^in singleton^class,0,usage
859,us to tell immediately see tryacquire timeout whether a particular timeout is enough to get,0,usage
860,writes.,0,usage
861,must be fully specified.,0,usage
862,li code sp code li,0,usage
863,"example might coexist with the concepts from another, you can most likely weave the two together.",0,usage
864,javadocs b .,0,usage
865,removallistener my listener,0,usage
866,because underutilization free resources for the taking.,0,usage
867,it is,0,usage
868,https github^com facebook rocksdb wiki setup options and basic tuning,0,usage
869,"p this tests @code foo^equals foo , @code foo^equals null , and a few other operations.",0,usage
870,it does not accept files with filenames logs and success.,0,usage
871,library.,0,usage
872,of @code @red that have no exact match in the bindings.,0,usage
873,a @link sslsocketfactory that can delegate to various ssl implementations.,0,usage
874,"permits time , thus 1 rate time permits .",0,usage
875,parameters to be left implicit more often.,0,usage
876,follow.,0,usage
877,"behave as expected, and will still include all argument values in the error message the message",0,usage
878,m a k e f i l eg e n e r a t i o n c o m m o n m e t h o d s,0,usage
879,"i not i include cache contents, but only configuration.",0,usage
880,new equalstester,0,usage
881,this also enables,0,usage
882,ol,0,usage
883,storedpermits becomes 100 assuming maxstoredpermits 100 .,0,usage
884,"p the @link provider you use here does not have to be a factory that is, a provider which",0,usage
885,the grid bean type,0,usage
886,@code creditcardpaymentservice must implement the @code paymentservice creditcard interface.,0,usage
887,different effective types of source lookups that need to be done depending on,0,usage
888,li cconfigurationdescriptioncache^applydata .,0,usage
889,how this works is best explained with an example,0,usage
890,https github^com facebook rocksdb blob master include rocksdb options^h,0,usage
891,@see icconfigurationdescription,0,usage
892,a component that represents a floating popup window that can be added to a,0,usage
893,"ratelimiter being unused, we increase storedpermits by 1.",0,usage
894,a specialization of @link multimapbuilder that generates @link listmultimap instances.,0,usage
895,h3 only @code %s is supported h3,0,usage
896,so an approximation of pi is obtained once i is evaluated numerically.,0,usage
897,rate limiter.,0,usage
898,"p assuming we have saturated demand, the time to go from maxpermits to thresholdpermits is",0,usage
899,why wait without doing anything?,0,usage
900,"them, even though they usually won t be needed.",0,usage
901,@param t the type of instances that the @code bloomfilter accepts,0,usage
902,is used to persist the data.,0,usage
903,"p if the precondition is not met, the @code preconditions method throws an unchecked exception",0,usage
904,underlying model is a continuous function mapping storedpermits from 00 to maxstoredpermits,0,usage
905,"p in the absence of element deletions, this will iterate over elements in insertion order.",0,usage
906,this ensures that the time it takes to go from 0 to,0,usage
907,which are i not the caller s fault i .,0,usage
908,"unknown qualifiers are considered after known qualifiers, with lexical order always case insensitive ,",0,usage
909,and the time to go from thresholdpermits to 0 is warmupperiod 2.,0,usage
910,cost as fresh ones 1 qps is the cost for each .,0,usage
911,this has important consequences it means that the ratelimiter doesn t remember the time of the,0,usage
912,li openssl uses the wildly openssl library to delegate to the,0,usage
913,this is done with an inconsistent client.,0,usage
914,"expireafterwrite , @linkplain #expireafteraccess expireafteraccess , @linkplain #weakkeys",0,usage
915,minwidth minwidth minimum number of subdirectories per directories default is 1,0,usage
916,this is,0,usage
917,these names will live in a single flat namespace with all the other names used in your,0,usage
918,if a,0,usage
919,or globally,0,usage
920,"runtime, as soon as you try to create your injector.",0,usage
921,system installed openssl.,0,usage
922,was not changed in order to preserve backwards compatibility.,0,usage
923,"available in @code com^google.inject^servlet.servletscopes , and your modules can contribute",0,usage
924,an intermediate stage in a @link multimapbuilder in which the key value collection map,0,usage
925,c srcs,0,usage
926,calling it should not be necessary with a high throughput cache.,0,usage
927,it is easy to see that pi is equal to 4i .,0,usage
928,java^util.formatter specifiers.,0,usage
929,"compute, for an incoming request, the appropriate throttle time, and make the calling thread",0,usage
930,acquire 10 request arriving.,0,usage
931,"task immediately, and postpone by 100 seconds future requests, thus we allow for work to get",0,usage
932,@param valuein the value input type to the mapper,0,usage
933,that you can t control.,0,usage
934,"when the @link injector is created, it will automatically",0,usage
935,hp^tostring returns 2001 db8 1 80,0,usage
936,it doesnt accept paths having logs.,0,usage
937,bind serviceimpl^class ^in singleton^class,0,usage
938,where,0,usage
939,in path passed to gcc,0,usage
940,bind service^class,0,usage
941,defined to be a recordreader with the constructor below and is selected with,0,usage
942,if value 0,0,usage
943,we would only increase it for arrivals later than the expected one second.,0,usage
944,"storedpermits, we serve from those first",0,usage
945,a base class defining a method with the same signature as foo s default method.,0,usage
946,o t h e r m e t h o d s,0,usage
947,"however, if @link",0,usage
948,@noextend this class is not intended to be subclassed by clients.,0,usage
949,forget about that past underutilization.,0,usage
950,"p the generated multimaps are serializable if the key and value types are serializable, unless",0,usage
951,integrals .,0,usage
952,"remaining 70 permits, and the remaining 30, we serve them by fresh permits produced by the",0,usage
953,"annotations found on @code service , since guice will have already moved on to @code",0,usage
954,modeled by storedpermits variable.,0,usage
955,creation.,0,usage
956,"checkargument value 0, input is negative %s , value",0,usage
957,"li when the ratelimiter is used, this goes left down to zero , since if we have",0,usage
958,"x x 1,x 2 is a 2 dimensional point,",0,usage
959,maxdepth maxdepth maximum depth of the directory tree default is 5.,0,usage
960,this class is used both for the global item list and for sub lists which start,0,usage
961,"modify the cache after the iterator is created, it is undefined which of these changes, if any,",0,usage
962,"a request actually arrives this is also related to the point made in the last paragraph , thus",0,usage
963,"listmultimap string, integer treelistmultimap",0,usage
964,"before going into the details of this particular function, let s keep in mind the basics",0,usage
965,"cache#size , but will never be visible to read or write operations.",0,usage
966,ul,0,usage
967,"deal with overflow, then stored permits could be given out slower than fresh ones.",0,usage
968,foo implementation that should use superclass method rather than default method.,0,usage
969,bin run example mllib^javastreamingtestexample datadir 5 100,0,usage
970,batchduration seconds until the test becomes significant p value 005 or the number of,0,usage
971,this is the area of the pictured,0,usage
972,@noreference this interface is not intended to be referenced by clients.,0,usage
973,pre,0,usage
974,this,0,usage
975,li new cconfigurationdescriptioncache is created from the cconfigurationdescription via constructor,0,usage
976,windows drive letters and whitespace appropriately.,0,usage
977,@param g the type of the generator to be passed to testers in the generated test suite.,0,usage
978,p features,0,usage
979,provider#get get on the resulting provider instance to obtain the @code service instance.,0,usage
980,@param path the string denoting the path to process,0,usage
981,client cannot modified namespace until the safe mode is off.,0,usage
982,@link cache interfaces.,0,usage
983,@since 75.0,0,usage
984,java^util.objects#requirenonnull object .,0,usage
985,bind paymentservice^class ^to creditcardpaymentservice^class,0,usage
986,li code snapshot code li,0,usage
987,information about where to find the source file.,0,usage
988,@noimplement this interface is not intended to be implemented by clients.,0,usage
989,p one may optimize compare intensive operations by overriding,0,usage
990,li code milestone code or code m code li,0,usage
991,within the window using helper,0,usage
992,@param e the element type of the collection to be tested.,0,usage
993,"as explained above, there is no unique answer.",0,usage
994,@code @red .,0,usage
995,li any clients needed icconfigurationdescription get cconfigurationdescription using constructor,0,usage
996,if a request comes and the last request was,0,usage
997,that would have been produced in that idle time .,0,usage
998,p would be flagged as having called @code sqrt with an illegal argument.,0,usage
999,static utility methods are,0,usage
1000,multimapbuilder^treekeys ^arraylistvalues ^build,0,usage
1001,"instead , and postpone subsequent requests as needed.",0,usage
1002,em this class is not intended for use outside of cdt em,0,usage
1003,want to write out in the json files.,0,usage
1004,warmup period is the area of the trapezoid between,0,usage
1005,note that the serialized form does,0,usage
1006,com^google.common^reflect.typetoinstancemap instead.,0,usage
1007,documentation for options.,0,usage
1008,comparisons for values.,0,usage
1009,we increase storedpermits with the amount of permits,0,usage
1010,li another cconfigurationdescription settings configuration created using the same constructor setting fcfgcache,0,usage
1011,"we serve this request out of storedpermits, and reduce that to 70 how",0,usage
1012,gridcontextclickevent&lt person&gt event ^getitem clicked,0,usage
1013,"correctly that is, whether its i preconditions i were met .",0,usage
1014,itself.,0,usage
1015,"so, the",0,usage
1016,@noinstantiate this class is not intended to be instantiated by clients.,0,usage
1017,rate is,0,usage
1018,their own custom scopes for use here as well.,0,usage
1019,leaving k and v as upper bounds rather than the actual key and value types allows type,0,usage
1020,"then, the ratelimiter",0,usage
1021,"the integral of our function, between x permits and x k permits, assuming we want to",0,usage
1022,time which we translate to storedpermits.,0,usage
1023,application.,0,usage
1024,avgfilesize avgfilesizeinblocks average size of blocks default is 1.,0,usage
1025,"is to offset the tendency to favor small apps, which could result in",0,usage
1026,that are equal to each other but unequal to the objects in any other group.,0,usage
1027,"examples omit the opening @code binder , just as you will if your module extends @link",0,usage
1028,a much,0,usage
1029,strings.,0,usage
1030,we already know how much time it takes to serve 3 fresh permits if the rate is,0,usage
1031,"because of guice s library support, binding by name",0,usage
1032,to the cconfigurationdescriptioncache.,0,usage
1033,this i overrides i the,0,usage
1034,when a constant,0,usage
1035,"where s 0,1 ^2 is a unit square,",0,usage
1036,"@linkplain #expireafteraccess expireafteraccess , @linkplain #weakkeys weakkeys , @linkplain",0,usage
1037,"instead, use whichever of @link",0,usage
1038,m a k e f i l e s p o p u l a t i o n m e t h o d s,0,usage
1039,"this only supports the @code %s specifier, not the full range of @link",0,usage
1040,"properly setup, an exception is thrown.",0,usage
1041,the @code asmap view and its collection views have i weakly,0,usage
1042,doing so is b not recommended b because it is,0,usage
1043,pre @code,0,usage
1044,"simply extend this class, implement @link #configure , and call the inherited",0,usage
1045,a node representing a concrete white space option in the tree.,0,usage
1046,"errors for using @code get comparator^class as a @code comparator foo , for example.",0,usage
1047,cache instances created by @code cachebuilder will not perform any type of eviction.,0,usage
1048,"brackets, colons, and port numbers.",0,usage
1049,honor an injection request for an element of type @code paymentservice creditcard .,0,usage
1050,"for mutable types, a fresh",0,usage
1051,does not change guice s default behavior.,0,usage
1052,"continuously optional, default false",0,usage
1053,li initialization,0,usage
1054,#removallistener,0,usage
1055,class for managing visible details rows.,0,usage
1056,it means that we do not need to place @literal @ inject on any of the,0,usage
1057,each group should contain objects,0,usage
1058,"a pain one approach, shown above, is to apply a prototype annotation to a field in your module",0,usage
1059,#checknotnull object or @link verify#verifynotnull object is appropriate to the situation.,0,usage
1060,testequals,0,usage
1061,calculate square root,0,usage
1062,"guice uses an i embedded domain specific language i , or edsl, to help you create bindings",0,usage
1063,"for a ratelimiter that produces 1 token per second, every second that goes by with the",0,usage
1064,foo implementation that does not override the default method.,0,usage
1065,@throws nullpointerexception is path is null,0,usage
1066,termination.,0,usage
1067,@param v0 an upper bound on the value type of the generated multimap.,0,usage
1068,"the last one, then we achieve the intended rate.",0,usage
1069,preview snippets.,0,usage
1070,this class is instantiated by the fsnamesystem.,0,usage
1071,implementation with no changes to the list of enabled ciphers.,0,usage
1072,seed seed random number generator seed default is the current time.,0,usage
1073,the time when the next request no matter its size will be granted.,0,usage
1074,this may result in either underutilization or,0,usage
1075,invoking a configuration method has no effect,0,usage
1076,"addprefix root ,",0,usage
1077,li 2001 db8 1 use @link #requirebracketsforipv6 to prohibit this,0,usage
1078,header and footer,0,usage
1079,you can then use guice s concept of @link scope scopes to guide when creation should,0,usage
1080,what resources have been changed.,0,usage
1081,h3 performance h3,0,usage
1082,the wild card in sourcelookup ^exe can be one of the following to cover the,0,usage
1083,are reflected in that iterator.,0,usage
1084,"with cconfigurationdescriptioncache icstorageelement storage, cprojectdescription parent constructor.",0,usage
1085,li the time to go from maxpermits to thresholdpermits is equal to the integral of the,0,usage
1086,each of these options produces different debug,0,usage
1087,"@linkplain #removallistener removallistener , @linkplain #expireafterwrite expireafterwrite ,",0,usage
1088,as you add text files to datadir the significance test wil continually update every,0,usage
1089,target dep1 dep2 dep3,0,usage
1090,represents a node in the options tree.,0,usage
1091,href https github^com google guava wiki conditionalfailuresexplained conditional failures,0,usage
1092,"so, if rate 1 permit per second, and",0,usage
1093,this is pushed further in the future.,0,usage
1094,cachebuilder uses the same technique.,0,usage
1095,create only one instance of @code serviceimpl and will reuse it for all injection requests of,0,usage
1096,for example,0,usage
1097,with i enabling i your application to share only one instance if that s all you tell guice you,0,usage
1098,bind creditcardpaymentservice^class,0,usage
1099,addequalitygroup new user sergey,0,usage
1100,requirebracketsforipv6,0,usage
1101,"p to map a generic type to an instance of that type, use @link",0,usage
1102,@param k0 the upper bound on the key type of the generated multimap.,0,usage
1103,maxwidth maxwidth maximum number of subdirectories per directories default is 5,0,usage
1104,"we use a qmc method to approximate the integral i int s f x dx ,",0,usage
1105,"#weakvalues weakvalues , or @linkplain #softvalues softvalues perform periodic maintenance.",0,usage
1106,p certain cache configurations will result in the accrual of periodic maintenance tasks which,0,usage
1107,the rate at which we move to the right is,0,usage
1108,continue to throw,0,usage
1109,"orderings, override @link #compare writablecomparable,writablecomparable .",0,usage
1110,a new cconfigurationdescriptioncache is created,0,usage
1111,li user enters project properties settings,0,usage
1112,"weakkeys , @linkplain #weakvalues weakvalues , or @linkplain #softvalues softvalues are",0,usage
1113,"guice cannot currently bind or inject a generic type, such as @code set e all type parameters",0,usage
1114,p all method parameters must be non null unless documented otherwise.,0,usage
1115,m a i n makefile m a k e f i l e m e t h o d s,0,usage
1116,to avoid a missing target error.,0,usage
1117,"with underutilization, then we want stored permits to be given out faster than fresh ones,",0,usage
1118,constructors and that guice treats the provided constructor as though it were annotated so.,0,usage
1119,explained a in the guava user guide for more advice.,0,usage
1120,numoffiles #offiles the total number of files default is 10.,0,usage
1121,p the returned cache is implemented as a hash table with similar performance characteristics to,0,usage
1122,"differentiating by names is a common enough use case that we provided a standard annotation,",0,usage
1123,the context these paths appear in is on the right hand side of a rule header.,0,usage
1124,"last, but not least consider a ratelimiter with rate of 1 permit per second, currently",0,usage
1125,currently the shell script is only for linux.,0,usage
1126,li b ac b absolute and canonical path no .,0,usage
1127,"enum#valueof class, string all enums , and to @link class#forname class literals .",0,usage
1128,allocations in many common cases.,0,usage
1129,guice is not overly,0,usage
1130,represents a numeric item in the version item list.,0,usage
1131,@code hadoop aws module to enable integration tests to use this,0,usage
1132,outdir outdir output directory default is the current directory.,0,usage
1133,information required to parameterize the test.,0,usage
1134,retain all the configuration properties of the original cache.,0,usage
1135,"li when the ratelimiter is not used, this goes right up to maxpermits",0,usage
1136,"should speed up for a while, to take advantage of these resources.",0,usage
1137,"thus, we",0,usage
1138,in which they are located are dirty so the makefile fragments for them,0,usage
1139,"a strategy to translate t instances, to @code numhashfunctions bit indexes.",0,usage
1140,build,0,usage
1141,an unused ratelimiter is also defined by that notion when we observe that the,0,usage
1142,underutilization.,0,usage
1143,imanagedbuildermakefilegenerator m e t h o d s,0,usage
