,comment_sentence,partition,category
35,the curvature distance from the line connecting reference anchors is defined as a fraction curvaturefraction of a length between anchors.,0,Keyimplementationpoints
36,the opened spaces listen the pulse to be synchronized and to update their state when it is needed.,0,Keyimplementationpoints
37,skew,0,Keyimplementationpoints
38,it is an extension of the well known reingold tilfold algorithm.,0,Keyimplementationpoints
39,my formula is,0,Keyimplementationpoints
40,zoomlevel ln 156543034 rzoom ln 2,0,Keyimplementationpoints
41,you can import new icons using method name brglamorousicons class #importiconsfromdirectory using the script below.,0,Keyimplementationpoints
42,"grid layout supports fitcontent, matchparent and exact resizing mode of the owner.",0,Keyimplementationpoints
43,"however, an important aspect in bloc, is that when one of these properties changes, layouting is not performed immediately.",0,Keyimplementationpoints
44,internal representation and key implementation points.,0,Keyimplementationpoints
45,"increasing factor above 10f makes exaggerates the ease out effect ie, it starts even faster and ends evens slower .",0,Keyimplementationpoints
46,"to generate an exponential sample x from a uniform 0,1 sample u.",0,Keyimplementationpoints
47,i define an api of a layout.,0,Keyimplementationpoints
48,cache each tile.,0,Keyimplementationpoints
49,if the symbolic version number on which i am applied has a patch or a minor number i reset them to zero in the created version number.,0,Keyimplementationpoints
50,negative data are not allowed.,0,Keyimplementationpoints
51,as i am passive i do not export any metadata.,0,Keyimplementationpoints
52,compute the osm zoom level with the camera zoom value .,0,Keyimplementationpoints
53,"each line is assigned to an index, meaning that a grid with n columns would have n 1 line.",0,Keyimplementationpoints
54,moen s trees are oriented horizontally.,0,Keyimplementationpoints
55,"by default grid layout does not specify how many columns and rows exist, instead it tries to compute necessary amount of columns or rows depending on amount of children.",0,Keyimplementationpoints
56,"to accomplish that, it uses shapes represented by polyline structures.",0,Keyimplementationpoints
57,a tipical example is deadling with edges.,0,Keyimplementationpoints
58,to initialize the subjects of an example i call #gtexamplesubjects on the provider object.,0,Keyimplementationpoints
59,because of this i do not use metadata to check previous versions it is not reliable .,0,Keyimplementationpoints
60,3d 4x4 matrices are decomposed as follows,0,Keyimplementationpoints
61,layout constraints,0,Keyimplementationpoints
62,layout events,0,Keyimplementationpoints
63,r zoom to osm zoom level base is 1km pixel,0,Keyimplementationpoints
64,setting factor to 10f produces an upside down y x^2 parabola.,0,Keyimplementationpoints
65,see dhbnewtonzerofinder pmnewtonzerofinder that uses this to minimize the number of function evaluations.,0,Keyimplementationpoints
66,todo,0,Keyimplementationpoints
67,"from the camera, get the zoom level and offset.",0,Keyimplementationpoints
68,internally the result of method blchildrensubset #subsetfrom is stored into an instance variable.,0,Keyimplementationpoints
69,each element can decide how it wants to be measured method blelement #onmeasure .,0,Keyimplementationpoints
70,applying the layout,0,Keyimplementationpoints
71,rotation angle,0,Keyimplementationpoints
72,"hence, in bloc layout is not executed immediately after a property like the width of an element changes.",0,Keyimplementationpoints
73,lon to roassal space l 40075016686 l 360,0,Keyimplementationpoints
74,"the step from x 0 to x 1 suppose to minimize g x i^eg 0 0 , but due to nonlinearity of g x might fail to do so.",0,Keyimplementationpoints
75,"when needing to test layouts, however, it is necessary to apply a layout immediately, instead of waiting for a frame to end.",0,Keyimplementationpoints
76,i suppose to be stateless and therefore immutable.,0,Keyimplementationpoints
77,"to create an example, a method defining an example is executed having a provider as a receiver.",0,Keyimplementationpoints
78,for example when nodes change the position edges should be updated.,0,Keyimplementationpoints
79,for performance and memory reasons i provide a unique instance of me to be shared among my users,0,Keyimplementationpoints
80,they were introduced to avoid changing the real extent of element while layouting of children is still being performed.,0,Keyimplementationpoints
81,it means that matrix computation is performed only when requested taking owner element into account.,0,Keyimplementationpoints
82,grid layout supports spacing between cells which can be set sending cellspacing message.,0,Keyimplementationpoints
83,they can react by requesting another layout.,0,Keyimplementationpoints
84,each type of layout can further define its own specific constraints by creating a subclass of class bllayoutconstraints .,0,Keyimplementationpoints
85,steppers perform one single step.,0,Keyimplementationpoints
86,"space starts the measurement process from the root element after measurement it tell children to measure themselves, etc",0,Keyimplementationpoints
87,performing a layout,0,Keyimplementationpoints
88,"if either method is not implemented, the default implementation will call #handledefault , which can be used to provide common behaviour for both exception types.",0,Keyimplementationpoints
89,items can be any object.,0,Keyimplementationpoints
90,"however, often elements need to reach and perform actions, when for example their position or extent changes.",0,Keyimplementationpoints
91,"the contents of the iframe element, on the other hand, should only be displayed by user agents that do not support frames or are configured not to display frames.",0,Keyimplementationpoints
92,this result is then used when accessing or iterating over elements.,0,Keyimplementationpoints
93,this decision was taken to allow iterators to perform work when the iterator is created and ensure a faster iteration.,0,Keyimplementationpoints
94,all children of an element with gridlayout must use gridconstraints that allows users to configure how children are located within grid independently.,0,Keyimplementationpoints
95,optionally users can configure the factory with an explicit provider.,0,Keyimplementationpoints
96,lat to roassal space l float pi 4 l degreestoradians 2 tan ln 40075016686 20 float pi,0,Keyimplementationpoints
97,this is the class used to look for methods defining examples.,0,Keyimplementationpoints
98,http www^mnot.net blog 2006 10 27 cookie fun,0,Keyimplementationpoints
99,layouts should override method bllayout #measure with to implement the actual measuring.,0,Keyimplementationpoints
100,cookie 2 spec,0,Keyimplementationpoints
101,"more technical details can be found in the method method blspace #dolayout , the main entry point for executing the layout phase in a space.",0,Keyimplementationpoints
102,"these shapes are initially formed for each leaf, so that the polyline goes around the node, but leaves the left side open.",0,Keyimplementationpoints
103,after the entire layout phase is completed the real bounds and measured bounds will have the same value.,0,Keyimplementationpoints
104,element name #tag,0,Keyimplementationpoints
105,phases are modeled as subclasses of class blspaceframephase and are executed once per frame.,0,Keyimplementationpoints
106,see example below.,0,Keyimplementationpoints
107,its main additions are,0,Keyimplementationpoints
108,it is possible to have a border around triangle by specifying a border width of a triangle arrowhead.,0,Keyimplementationpoints
109,this is the first step when performing a layout on an element and consists in determening the measured bounds of that element.,0,Keyimplementationpoints
110,layouting of elements is a phase executed by a space during every frame.,0,Keyimplementationpoints
111,my components are named according to mathematical convention,0,Keyimplementationpoints
112,"this is done after events and tasks have been executed, but before the drawing phase.",0,Keyimplementationpoints
113,the measured bounds act like a temporary cache for the new bounds of an element.,0,Keyimplementationpoints
114,scale,0,Keyimplementationpoints
115,"when a pointing device is used to click on the image, the form is submitted and the click coordinates passed to the server.",0,Keyimplementationpoints
116,"if optional labelblock is not given the string versions of the items are displayed to user, otherwise labelblock is used to generate the text to display for each item.",0,Keyimplementationpoints
117,i include a system of caches in case my users want to store informations to speed up an application.,0,Keyimplementationpoints
118,"they will change slightly due to hinting so you can t assume that metrics are independent of the transformation matrix , but otherwise will remain unchanged.",0,Keyimplementationpoints
119,"i meant to be immutable, therefore factor can be only set using factory method #factor on my class side",0,Keyimplementationpoints
120,announcements are made when a step is taken.,0,Keyimplementationpoints
121,most of the generic methods takes a symbol to describe the direction.,0,Keyimplementationpoints
122,implementation points,0,Keyimplementationpoints
123,implementation details,0,Keyimplementationpoints
124,because child s matchparent does not make sense in case of grid users should use #fill to declare that child should take all available cell s space.,0,Keyimplementationpoints
125,the real bounds contain the actual position and extent of an element that users of that element should rely on.,0,Keyimplementationpoints
126,"when displaying, check if tile exists.",0,Keyimplementationpoints
127,moen s algorithm attempts to create a tree with a triangular shape and place nodes somewhat simetrically.,0,Keyimplementationpoints
128,netscape spec,0,Keyimplementationpoints
129,i support a set of attributes refered to as constraints in bloc which define the visual properties of the layout.,0,Keyimplementationpoints
130,it calculates left and right subtrees of a tree and merges them.,0,Keyimplementationpoints
131,"for accessibility reasons, authors should provide alternate text for the image via the alt attribute.",0,Keyimplementationpoints
132,"solving ordinary differential equation numerically is usually done iteratively, that is a given state of an ordinary differential equation is iterated forward x t x t dt x t 2dt .",0,Keyimplementationpoints
133,the order of fired events,0,Keyimplementationpoints
134,"instead, a layout request is issued by the element whose property changed using the message method blelement #requestlayout .",0,Keyimplementationpoints
135,elements announce events for position and extent changed,0,Keyimplementationpoints
136,"generally, a paint is not meant to be an external object, however for additional flexibility i am implemented as a trait.",0,Keyimplementationpoints
137,this symbol will be used to find a moosequeryabstactdirectionstrategy to configure a moosequerycalculator.,0,Keyimplementationpoints
138,attributes instance of wahtmlattributes,0,Keyimplementationpoints
139,even if the repository has child repositories there will be no metadata exported.,0,Keyimplementationpoints
140,see method gtrlsemantictagreleasestrategy #commitandtagrelease for more implementation details.,0,Keyimplementationpoints
141,the measured bounds are used during layouting to hold the new extent of an element.,0,Keyimplementationpoints
142,commiting changes,0,Keyimplementationpoints
143,"to determine if a message send represents a dependency to a method containing an example, i use heuristic defined by subclasses of gtexampledependencyresolver .",0,Keyimplementationpoints
144,it improved the older algorithm s ability to handle non uniform sized nodes.,0,Keyimplementationpoints
145,changes the real extent to measured extent and the real position to the computed layout position,0,Keyimplementationpoints
146,to initialize various properties of an example i detect all pragmas from the example method for which a method exists in class of the example the method should have the same name as the pragma keyword .,0,Keyimplementationpoints
