,comment_sentence,partition,category
217,"the primary feature of a ratelimiter is its stable rate , the maximum rate that is should",0,summary
218,this is the full filesystem contract test which requires the,0,summary
219,files are broken into lines.,0,summary
220,action used for the include browser forward backward buttons,0,summary
221,a dummy superclass to support gwt serialization of the element types of an @link,0,summary
222,implementation of runtimefactory with tony runtime,0,summary
223,an iterator that supports a one element lookahead while iterating.,0,summary
224,"class for finalizing re encrypt edek operations, by updating file xattrs with",0,summary
225,a data structure for storing lists of pdomnames that are indexed by a string key.,0,summary
226,collection implementations used in a particular multimap.,0,summary
227,a component for displaying a two different views to data.,0,summary
228,test list performance.,0,summary
229,test for testing protocol buffer based rpc mechanism.,0,summary
230,overwrites onbrowserevent function on focusablescrollpanel to give event,0,summary
231,it is in charge to publish the state of the @link plan s to the underlying,0,summary
232,represents a variable implicitly created in c code.,0,summary
233,those are for readability of xml only,0,summary
234,"represents declarations, definitions and references to bindings, except for macros.",0,summary
235,instance of that type.,0,summary
236,utils functions to help block functions.,0,summary
237,filesystem related constants.,0,summary
238,this implements the client side of the swift rest api.,0,summary
239,aborttask,0,summary
240,"tablehead contains table s header and widgets logic for resizing,",0,summary
241,@link injector .,0,summary
242,this class stores om node details.,0,summary
243,this replaces the servlet in servlet portlet 10,0,summary
244,this class implements a @link planfollower .,0,summary
245,builder class for @link resourcerequestsjsonverifications .,0,summary
246,semantic actions called by the c99 parser to build an ast.,0,summary
247,test class for @link ozonenativeauthorizer .,0,summary
248,test for registry security operations,0,summary
249,"uniformsizeinputformat extends the inputformat class, to produce",0,summary
250,"namenode, datanode, secondarynamenode and backupnode.",0,summary
251,enumeration class for scanner configuration affecting command line options,0,summary
252,"some bandwidth and to improve clients responsiveness with loads of data, in",0,summary
253,encapsulates the constraints that a class under test must satisfy in order for a tester method to,0,summary
254,thrown to indicate that data locality can t be calculated or requested path is incorrect.,0,summary
255,files left behind in aborttask.,0,summary
256,vscrolltablebody to use the exact same space as non rendered rows would use.,0,summary
257,add directory pathdir to beginning of search path for source files.,0,summary
258,context of the queues in scheduler.,0,summary
259,handles listener management for @link valuechangelistener s and,0,summary
260,service for controlling the back end process.,0,summary
261,tests for @code forwardingqueue .,0,summary
262,a builder for a multimap implementation that allows customization of the backing map and value,0,summary
263,a @link sslsocketfactory that can delegate to various ssl implementations.,0,summary
264,lru cache with a configurable maximum cache size and access order.,0,summary
265,"test read, write and seek.",0,summary
266,this class provides a skeletal implementation of the @code cache interface to minimize the,0,summary
267,benchmark for @code baseencoding performance.,0,summary
268,xhr request to the server.,0,summary
269,@link ui .,0,summary
270,user visible configs based rocksdb tuning page.,0,summary
271,unit tests for @link cacheloader .,0,summary
272,represents a numeric item in the version item list.,0,summary
273,volumeset to manage hdds volumes in a datanode.,0,summary
274,the code kerberosdelegationtokenauthenticator code provides support for,0,summary
275,helper class handling serialization and notifications for language settings entries @link iclanguagesettingentry .,0,summary
276,the listener can,0,summary
277,implemented as an extension hardcoded to support a specific connector type.,0,summary
278,reference operator for declarators.,0,summary
279,widgetset.,0,summary
280,executes info object.,0,summary
281,value provider class for declarative support.,0,summary
282,tests @link keyinputstream .,0,summary
283,wait as much.,0,summary
284,a component that represents a floating popup window that can be added to a,0,summary
285,a specialization of expressionvmprovider that uses a gdb specific variable vm,0,summary
286,connector used as a placeholder for extensions that are not present in the,0,summary
287,protocol buffer implementation of opportunisticcontainersstatus.,0,summary
