comment_sentence_id,class,comment_sentence,partition,instance_type,category
1147,GtGradAbstractTreeLayout,"calculation of positions factors in the mentioned offsets, as well as the positions of the node s parent and the layout s node and level distance properties.",1,0,Keyimplementationpoints
1148,GtGradAbstractTreeLayout,"additionally, this implementation supports alignment of nodes top, center, bottom in case of the vertical layout and left, center, right in case of the horizontal layout .",0,0,Keyimplementationpoints
1149,GtGradAbstractTreeLayout,"this is done through calculation of differences in sizes of nodes compared to the largest nodes on the same level, as well as the differences in sizes of their parents compared to the largest nodes on the parent level.",1,0,Keyimplementationpoints
1150,GtGradAbstractTreeLayout,gtgradtreelayout is a superclass of gtgradhorizontaltreelayout and gtgradverticaltreelayout classes and contains generic tree layout methods and definitions of methods the two subclasses need to redefine.,0,0,Keyimplementationpoints
127,BlCompulsoryCombinationTest,this class contains tests,1,0,Keyimplementationpoints
1151,GtGradAbstractTreeLayout,"generally, the differences between the implementations of the hozitonal and vertical variants are really small, revolving around one using or setting the x and the other y coordinates.",0,0,Keyimplementationpoints
129,BlConcatenationRopeIterator,i am a special iterator used to iterate over concatenation rope,1,0,Keyimplementationpoints
133,BlDecelerateInterpolator,i am an interpolator where the rate of change starts out quickly and and then decelerates.,0,0,Keyimplementationpoints
134,BlDecelerateInterpolator,i am configurable using factor a degree to which the animation should be eased.,1,0,Keyimplementationpoints
148,BlDevScripterCheckFiredEventsStep,i check whether particular class blevent events were fired on a class blelement target.,0,0,Keyimplementationpoints
149,BlDevScripterCheckFiredEventsStep,example,1,0,Keyimplementationpoints
150,BlDevScripterCheckFiredEventsStep,here you can see how to configure a fire and check a click event on a child element,0,0,Keyimplementationpoints
156,BlDevScripterClickStep,"i fire a class blmousedownevent , class blmouseupevent , and class blclickevent .",1,0,Keyimplementationpoints
1180,GtGraphCircleEnclosure,smallest enclosing circle of circles,0,0,Keyimplementationpoints
157,BlDevScripterClickStep,example,1,0,Keyimplementationpoints
1181,GtGraphCircleEnclosure,i compute the smallest circle that encloses the specified array of circles.,0,0,Keyimplementationpoints
158,BlDevScripterClickStep,here you can see how to configure a fire and check a click event on a child element,1,0,Keyimplementationpoints
1182,GtGraphCircleEnclosure,the enclosing circle is computed using the matou ek sharir welzl http www^inf.ethz^ch personal emo publfiles subexlinprog alg16 96^pdf algorithm.,0,0,Keyimplementationpoints
1185,GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #emptyenclosure previewshow #gtpreviewfor previewheight 300,1,0,Keyimplementationpoints
1186,GtGraphCircleEnclosure,"and add circles one by one, starting with a larger one.",0,0,Keyimplementationpoints
1187,GtGraphCircleEnclosure,a circle enclosure is represented by a cyan circle.,1,0,Keyimplementationpoints
1188,GtGraphCircleEnclosure,an enclosure of a single circle is a special case and can be computed directly by method gtgraphcircleenclosure class #enclosure .,0,0,Keyimplementationpoints
1189,GtGraphCircleEnclosure,"note, that the added circle has a margin set which is taken into account by enclosure",1,0,Keyimplementationpoints
1190,GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewithonecircle previewshow #gtpreviewfor previewexpanded previewheight 300,0,0,Keyimplementationpoints
167,BlDragDelegate,drag delegate provides drag items when a visual element lifts.,1,0,Keyimplementationpoints
1191,GtGraphCircleEnclosure,adding a second circle expands the enclosure circle to fit both circles c1 and c2 .,0,0,Keyimplementationpoints
168,BlDragDelegate,drag gesture fails if there are no drag items,1,0,Keyimplementationpoints
1192,GtGraphCircleEnclosure,two circle enclosure is also a special case and can be derived directly by method gtgraphcircleenclosure class #enclosure and,0,0,Keyimplementationpoints
1193,GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewithtwocircles previewshow #gtpreviewfor previewexpanded previewheight 300,1,0,Keyimplementationpoints
1194,GtGraphCircleEnclosure,three circle enclosure is a special case too.,0,0,Keyimplementationpoints
171,BlElementBoundsExamples,i contain examples of element bounds api,1,0,Keyimplementationpoints
1195,GtGraphCircleEnclosure,method gtgraphcircleenclosure class #enclosure and and is responsible for the computation.,0,0,Keyimplementationpoints
1196,GtGraphCircleEnclosure,let s add the third circle to our enclosure to see the result,1,0,Keyimplementationpoints
173,BlElementCenterLeftAnchor,my position is equal to the left center of a reference element,0,0,Keyimplementationpoints
1197,GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewiththreecircles previewshow #gtpreviewfor previewexpanded previewheight 300,1,0,Keyimplementationpoints
1198,GtGraphCircleEnclosure,"starting with four circles, an enclosure should be computed recursively by building and updating a basis enclosure consisting of one to three circles method gtgraphcircleenclosure class #enclosureall .",0,0,Keyimplementationpoints
1199,GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewithfourcircles previewshow #gtpreviewfor previewexpanded previewheight 300,1,0,Keyimplementationpoints
176,BlElementDynamicTransformation,i am dynamic element transformation in the sense that my transformation matrix may actually depend on some element properties such as #extent or #position.,0,0,Keyimplementationpoints
182,BlElementEffect,i am the abstract root class for effects.,1,0,Keyimplementationpoints
183,BlElementEffect,i define the default drawing strategy before & after .,0,0,Keyimplementationpoints
185,BlElementEffect,i can influence the bounds of my owner used to clip my owner .,1,0,Keyimplementationpoints
189,BlElementPositionChangedEvent,is sent when element s position within its parent changes.,0,0,Keyimplementationpoints
192,BlElementPositionChangeTest,i contain examples of position change logging functionality,1,0,Keyimplementationpoints
194,BlElementRemovedEvent,is sent by an element after it is removed from the parent.,0,0,Keyimplementationpoints
1218,GtGraphEdgesIterator,i am an abstract iterator over edges connected to a graph element,1,0,Keyimplementationpoints
196,BlElementRemovedEvent,example,0,0,Keyimplementationpoints
197,BlElementRemovedEvent,child parent,1,0,Keyimplementationpoints
1221,GtGraphForceBasedLayout,a roforcebasedlayout is inspired from the code of d3.,0,0,Keyimplementationpoints
198,BlElementRemovedEvent,child blelement new.,1,0,Keyimplementationpoints
199,BlElementRemovedEvent,child when blelementremovedevent do self inform removed from parent .,0,0,Keyimplementationpoints
200,BlElementRemovedEvent,parent blelement new.,1,0,Keyimplementationpoints
201,BlElementRemovedEvent,parent addchild child.,0,0,Keyimplementationpoints
202,BlElementRemovedEvent,parent removechild child,1,0,Keyimplementationpoints
211,BlElementSelectionAcquiredEvent,is sent when element gets inside of mouse selection rectangle or when the overlapping rectangle formed by element s bounds and selection rectangle changes.,0,0,Keyimplementationpoints
214,BlExampleCustomEventTarget,i am an example of a custom non element event target that can be nicely integrated in bloc infrastructure,1,0,Keyimplementationpoints
217,BlExampleElementWithBrokenOnLayout,i am an element with a broken onlayout method that throws error subscriptoutofbounds,0,0,Keyimplementationpoints
220,BlExperimentalExamples,i contain experimental examples that only work in manually prepared laboratory environments.,1,0,Keyimplementationpoints
225,BlFocusExamples,how to,0,0,Keyimplementationpoints
226,BlFocusExamples,1 inspect run example,1,0,Keyimplementationpoints
227,BlFocusExamples,2 click one any cell to give it a focus blue border should appear,0,0,Keyimplementationpoints
228,BlFocusExamples,3 navigate with keyboard arrows arrow up down left right,1,0,Keyimplementationpoints
233,BlGeometry,the geometry is used to define the geometry to be drawn and the interaction area.,0,0,Keyimplementationpoints
236,BlGeometryAnchorListener,i am an event listener that listens anchor moved event send by anchor,1,0,Keyimplementationpoints
240,BlGeometryAnchorMoved,i am sent when anchor s position changed,0,0,Keyimplementationpoints
242,BlGeometryElement,i am a root class of geometry elements elements driven by geometry anchors.,1,0,Keyimplementationpoints
245,BlGridLayout,i layout elements in a rectangular grid.,0,0,Keyimplementationpoints
1274,GtGraphTreemapLayoutConstraints,i am a class bllayoutconstraints for class gtgraphtreemapsquarifiedlayout layout.,1,0,Keyimplementationpoints
256,BlGridLayout,public api and key messages,0,0,Keyimplementationpoints
1280,GtGraphTreemapSliceHorizontalLayout,i implement an horizontal slice algorithm.,1,0,Keyimplementationpoints
257,BlGridLayout,columncount anumber to specify amount of columns,0,0,Keyimplementationpoints
1281,GtGraphTreemapSliceHorizontalLayout,i use class gtgraphtreemapslicehorizontal to compute class blelement children positions and extents.,1,0,Keyimplementationpoints
258,BlGridLayout,rowcount anumber to specify amount of rows,0,0,Keyimplementationpoints
1282,GtGraphTreemapSliceHorizontalLayout,example,1,0,Keyimplementationpoints
259,BlGridLayout,cellspacing anumber to specify spacing between cells,0,0,Keyimplementationpoints
260,BlGridLayout,"alignmargins bounds of each element are extended outwards, according to their margins, before the edges of the resulting rectangle are aligned.",1,0,Keyimplementationpoints
261,BlGridLayout,alignbounds alignment is made between the edges of each component s raw bounds,0,0,Keyimplementationpoints
1290,GtGraphTreemapSquarify,i split an area into rectangles that are close to squares aspect ratio 1 as much as possible.,1,0,Keyimplementationpoints
1291,GtGraphTreemapSquarify,i use method gtgraphtreemapnode #weight node values to split an area into.,0,0,Keyimplementationpoints
1292,GtGraphTreemapSquarify,i use class gtgraphtreemapsquarifystep to split area into sub areas and measure class gtgraphtreemapnode positions and extends.,1,0,Keyimplementationpoints
1294,GtGraphTreemapSquarify,algorithm explanation,0,0,Keyimplementationpoints
1295,GtGraphTreemapSquarify,this is an adapted extract from the paper squarified treemaps mentioned above.,1,0,Keyimplementationpoints
1296,GtGraphTreemapSquarify,"suppose we have a rectangle with width example gtgraphtreemaplayoutexamples #squarifywithsevennodes label #width and height example gtgraphtreemaplayoutexamples #squarifywithsevennodes label #height , and furthermore suppose that this rectangle must be subdivided in seven rectangles with areas example gtgraphtreemaplayoutexamples #squarifywithsevennodes label #nodevalues .",0,0,Keyimplementationpoints
1297,GtGraphTreemapSquarify,the area will be subdivided as follows,1,0,Keyimplementationpoints
1298,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodes nocode codeexpanded false previewexpanded true previewshow #gtpreviewfor,0,0,Keyimplementationpoints
1299,GtGraphTreemapSquarify,the first step of our algorithm is to split the initial rectangle.,1,0,Keyimplementationpoints
1300,GtGraphTreemapSquarify,"we choose for a horizontal subdivision, because the original rectangle is wider than high.",0,0,Keyimplementationpoints
1301,GtGraphTreemapSquarify,we next fill the left half.,1,0,Keyimplementationpoints
1302,GtGraphTreemapSquarify,first we add a single rectangle.,0,0,Keyimplementationpoints
1303,GtGraphTreemapSquarify,the aspect ratio of this first rectangle is example gtgraphtreemaplayoutexamples #squarifywithsevennodesfirststep label #worstvaluerounded .,1,0,Keyimplementationpoints
1304,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodesfirststep previewexpanded true nocode,0,0,Keyimplementationpoints
1305,GtGraphTreemapSquarify,"next we add a second rectangle, above the first.",1,0,Keyimplementationpoints
1306,GtGraphTreemapSquarify,the worst aspect ratio improves to example gtgraphtreemaplayoutexamples #squarifywithsevennodessecondstep label #worstvaluerounded .,0,0,Keyimplementationpoints
1307,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodessecondstep previewexpanded true nocode,1,0,Keyimplementationpoints
1308,GtGraphTreemapSquarify,"however, if we add the next area 4 above these original rectangles, the aspect ratio of this rectangle is example gtgraphtreemaplayoutexamples #squarifywithsevennodesthirdstep label #worstvaluerounded .",0,0,Keyimplementationpoints
1309,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodesthirdstep previewexpanded true nocode,1,0,Keyimplementationpoints
1310,GtGraphTreemapSquarify,"therefore, we decide that we have reached an optimum for the left half in step two, and start processing the right half.",0,0,Keyimplementationpoints
1311,GtGraphTreemapSquarify,"the initial subdivision we choose here is vertical, because the rectangle is higher than wider.",1,0,Keyimplementationpoints
1312,GtGraphTreemapSquarify,in step 4 we add the rectangle with area 4,0,0,Keyimplementationpoints
1313,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodesfourthstep previewexpanded true nocode,1,0,Keyimplementationpoints
1314,GtGraphTreemapSquarify,"in the next step, we add area 3.",0,0,Keyimplementationpoints
1315,GtGraphTreemapSquarify,the worst aspect ratio decreases from example gtgraphtreemaplayoutexamples #squarifywithsevennodesfourthstep label #worstvaluerounded to example gtgraphtreemaplayoutexamples #squarifywithsevennodesfifthstep label #worstvaluerounded,1,0,Keyimplementationpoints
1316,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodesfifthstep previewexpanded true nocode,0,0,Keyimplementationpoints
1317,GtGraphTreemapSquarify,addition of the next area 2 however does not improve the result as the worst aspect ratio increases from example gtgraphtreemaplayoutexamples #squarifywithsevennodesfifthstep label #worstvaluerounded to example gtgraphtreemaplayoutexamples #squarifywithsevennodessixthstep label #worstvaluerounded,1,0,Keyimplementationpoints
1318,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodessixthstep previewexpanded true nocode,0,0,Keyimplementationpoints
1319,GtGraphTreemapSquarify,so we reject the previous step and start to fill the right top partition,1,0,Keyimplementationpoints
296,BlGridLayoutArc,"i represent an association of span interval, associated value and validity flag.",0,0,Keyimplementationpoints
1320,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodesseventhstep previewexpanded true nocode,1,0,Keyimplementationpoints
297,BlGridLayoutArc,i am used by grid layout instead of dictionary of span value key value pair for performance reasons.,0,0,Keyimplementationpoints
1321,GtGraphTreemapSquarify,these steps are repeated until all rectangles have been processed.,1,0,Keyimplementationpoints
1322,GtGraphTreemapSquarify,the final result is the following,0,0,Keyimplementationpoints
1323,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodes nocode codeexpanded false previewexpanded true .,1,0,Keyimplementationpoints
305,BlGridLayoutUsageExamples,i contain examples of a grid layout,0,0,Keyimplementationpoints
306,BlGridLayoutUsageExamples,i show how different resizing strategies work and how to build advanced layouts with the help of a grid,1,0,Keyimplementationpoints
309,BlHandlerRegistry,i am an event handler registry used by dispatchers in order to manage event handlers.,0,0,Keyimplementationpoints
310,BlHandlerRegistry,example,1,0,Keyimplementationpoints
311,BlHandlerRegistry,registry,0,0,Keyimplementationpoints
336,BlHeadlessHost,i am a fallback host that is chosen if there are no other available and supported hosts.,1,0,Keyimplementationpoints
339,BlHostPulseLoop,i am the bloc main loop.,0,0,Keyimplementationpoints
1363,GtGraphTreemapSquarifyLandscapeRectangle,i represent a rectangle.,1,0,Keyimplementationpoints
340,BlHostPulseLoop,i indicate to the universe that is time to synchronize the state of the elements.,0,0,Keyimplementationpoints
1364,GtGraphTreemapSquarifyLandscapeRectangle,my height is smaller than my width.,1,0,Keyimplementationpoints
1365,GtGraphTreemapSquarifyLandscapeRectangle,i layout class gtgraphtreemapnode along my shorter side height .,0,0,Keyimplementationpoints
1366,GtGraphTreemapSquarifyLandscapeRectangle,i am used by class gtgraphtreemapsquarifystep .,1,0,Keyimplementationpoints
1367,GtGraphTreemapSquarifyLandscapeRectangle,example,0,0,Keyimplementationpoints
1369,GtGraphTreemapSquarifyLandscapeRectangle,example gtgraphtreemaplayoutexamples #squarifywithfournodesfirstarea nocode,1,0,Keyimplementationpoints
350,BlInfiniteDataSourceCommandType,i am a type of data source update command.,0,0,Keyimplementationpoints
1377,GtLibraryInstaller,i am the installer of shared libraries along side image or vm.,1,0,Keyimplementationpoints
1379,GtLibraryInstaller,the following example shows how i am configured for sparta moz2d library.,0,0,Keyimplementationpoints
1380,GtLibraryInstaller,installer,1,0,Keyimplementationpoints
357,BlInfiniteDataSourceItemRangeMoved,this is a structural change event.,0,0,Keyimplementationpoints
358,BlInfiniteDataSourceItemRangeMoved,"representations of other existing items in the data set are still considered up to date and will not be rebound, though their positions may be altered.",1,0,Keyimplementationpoints
359,BlInfiniteDataSourceItemRangeMoved,sent by,0,0,Keyimplementationpoints
360,BlInfiniteDataSourceItemRangeMoved,blinfinitedatasource,1,0,Keyimplementationpoints
361,BlInfiniteDataSourceItemRangeMoved,example,0,0,Keyimplementationpoints
362,BlInfiniteDataSourceItemRangeMoved,infiniteelement datasource,1,0,Keyimplementationpoints
1386,GtLibraryInstaller,extension .,0,0,Keyimplementationpoints
363,BlInfiniteDataSourceItemRangeMoved,addeventhandleron blinfinitedatasourceitemrangemoved,1,0,Keyimplementationpoints
364,BlInfiniteDataSourceItemRangeMoved,"do event self inform item was moved from , event from asstring, to , event to asstring",0,0,Keyimplementationpoints
374,BlInfiniteExampleClassesDataSource,i am a data source of the collection of all classes in the image,1,0,Keyimplementationpoints
378,BlInfiniteItemAnimationsFinished,"i can be used, for example, to delay an action in a data set until currently running animations are complete.",0,0,Keyimplementationpoints
1402,GtLibraryInstallerLogAnnouncement,i am sent by installer when it tries to log some messages.,1,0,Keyimplementationpoints
1403,GtLibraryInstallerLogAnnouncement,the ui may want to display them in a transcript,0,0,Keyimplementationpoints
380,BlInfiniteSmoothScrollerAction,i hold information about a smooth scroll request by a smoothscroller.,1,0,Keyimplementationpoints
1406,GtLibraryInstallerMorph,top most container of the whole installer,0,0,Keyimplementationpoints
384,BlKeyCombination,i represent an abstract key combination which is the most important part of blshortcut .,1,0,Keyimplementationpoints
1408,GtPhlowForwarderView,i forward a view definition to another object.,0,0,Keyimplementationpoints
385,BlKeyCombination,i define an event matching api that allows blshortcuthandler to find the most appropriate shortcut for currently pressed keys.,1,0,Keyimplementationpoints
1409,GtPhlowForwarderView,i am useful in situations when the object that has the view definition is expensive to create.,0,0,Keyimplementationpoints
1410,GtPhlowForwarderView,"i am also useful in situtions, when the object is created only for the purpose of the view.",1,0,Keyimplementationpoints
387,BlKeyCombination,see blkeycombinationvisitor,0,0,Keyimplementationpoints
1411,GtPhlowForwarderView,i create the object only if someone clicks on my tab view .,1,0,Keyimplementationpoints
388,BlKeyCombination,see blkeycombinationexamples for related examples.,0,0,Keyimplementationpoints
1415,GtPhlowForwarderView,example,1,0,Keyimplementationpoints
394,BlKeyCombinationConverterCNF,i transform composite key combination formula into a cnf https en^wikipedia.org wiki conjunctive normal form,0,0,Keyimplementationpoints
397,BlLayout,bloc layout,0,0,Keyimplementationpoints
398,BlLayout,i am the superclass for layouts in bloc and i define the api that a concrete layout needs to implement.,0,0,Keyimplementationpoints
399,BlLayout,i am attached to a bloc element and define the visual structure of that bloc element.,0,0,Keyimplementationpoints
1423,GtPlotterAxisProjection,i represent a projection value of a domain object on the axis.,0,0,Keyimplementationpoints
400,BlLayout,"tipically this includes the position of child elements within the parent, or the size of the parent element.",0,0,Keyimplementationpoints
1424,GtPlotterAxisProjection,given a point 20@30 as a domain object and euclidian coordinate system.,0,0,Keyimplementationpoints
1425,GtPlotterAxisProjection,then projection of that point on continuous x axis would be 20 and projection on y axis would be 30.,0,0,Keyimplementationpoints
1435,GtProtoTasker,i am an abstract tasker defining mandatory methods for all taskers.,0,0,Keyimplementationpoints
1436,GtProtoTasker,tasker is responsible for collectin class gttaskertask tasks and executing them when requested.,0,0,Keyimplementationpoints
1437,GtProtoTasker,mandatory methods are,0,0,Keyimplementationpoints
1438,GtProtoTasker,method gtprototasker #addtask expanded true,0,0,Keyimplementationpoints
1439,GtProtoTasker,method gtprototasker #flush expanded true,0,0,Keyimplementationpoints
1440,GtProtoTasker,interesting taskers to explore are class gttaskerorderednonrepetitive and class gtpostponingtasker .,0,0,Keyimplementationpoints
1449,GtRemoteInspector,gtremoteinspector provides a mechanism for remote viewing of objects over a rest json api.,0,0,Keyimplementationpoints
1450,GtRemoteInspector,public api and key messages,0,0,Keyimplementationpoints
1451,GtRemoteInspector,message one,0,0,Keyimplementationpoints
1452,GtRemoteInspector,message two,0,0,Keyimplementationpoints
1453,GtRemoteInspector,for bonus points how to create instances.,0,0,Keyimplementationpoints
1464,GtRlBaselineTagReleaseStrategy,i am a release strategy that uses the current loaded tag for a repository as the version number.,0,0,Keyimplementationpoints
1465,GtRlBaselineTagReleaseStrategy,i indicate a passive release as no actions need to be executed.,0,0,Keyimplementationpoints
1466,GtRlBaselineTagReleaseStrategy,the version number already exists in the repository.,0,0,Keyimplementationpoints
1471,GtRlBaselineTagReleaseStrategy,i am a valid release strategy only when all monticello baselines that load this project use the same tag to load it.,0,0,Keyimplementationpoints
1472,GtRlBaselineTagReleaseStrategy,see method gtrlbaselinetagreleasestrategy #assertcompatiblewithrepository for assertions that check when i can be used.,0,0,Keyimplementationpoints
