comment_sentence_id,class,comment_sentence,partition,instance_type,category
797,StaticFilesHandler,"wsgi middleware that intercepts calls to the static files directory, as",0,0,Usage
286,Combinable,provide the ability to combine one or two objects with,0,0,Usage
798,StaticFilesHandler,"defined by the static url setting, and serves those files.",0,0,Usage
287,Combinable,some connector.,0,0,Usage
292,ConsoleDirective,a restructuredtext directive which renders a two tab code block in which,0,0,Usage
293,ConsoleDirective,the second tab shows a windows command line equivalent of the usual,0,0,Usage
294,ConsoleDirective,unix oriented examples.,0,0,Usage
808,SuccessMessageMixin,add a success message on successful form submission.,0,0,Usage
298,Context,a stack container for variable context,0,0,Usage
810,TemplateDoesNotExist,the exception used when a template does not exist.,0,0,Usage
811,TemplateDoesNotExist,optional arguments,0,0,Usage
300,CryptPasswordHasher,password hashing using unix crypt not recommended,0,0,Usage
812,TemplateDoesNotExist,backend,0,0,Usage
301,CryptPasswordHasher,the crypt module is not supported on all platforms.,0,0,Usage
814,TemplateDoesNotExist,tried,0,0,Usage
304,CustomArticleAdmin,tests various hooks for using custom templates and contexts.,0,0,Usage
816,TemplateDoesNotExist,this,0,0,Usage
817,TemplateDoesNotExist,"is formatted as a list of tuples containing origin, status , where",0,0,Usage
306,CustomCacheKeyValidationTests,tests for the ability to mixin a custom validate key method to,0,0,Usage
818,TemplateDoesNotExist,origin is an origin object or duck type and status is a string with the,0,0,Usage
307,CustomCacheKeyValidationTests,a custom cache backend that otherwise inherits from a builtin,0,0,Usage
819,TemplateDoesNotExist,reason the template wasn t found.,0,0,Usage
308,CustomCacheKeyValidationTests,"backend, and override the default key validation.",0,0,Usage
820,TemplateDoesNotExist,chain,0,0,Usage
821,TemplateDoesNotExist,a list of intermediate templatedoesnotexist exceptions.,0,0,Usage
822,TemplateDoesNotExist,this is used to,0,0,Usage
823,TemplateDoesNotExist,encapsulate multiple exceptions when loading templates from multiple,0,0,Usage
824,TemplateDoesNotExist,engines.,0,0,Usage
314,CustomHeaderRemoteUserTest,tests a custom remoteusermiddleware subclass with custom http auth user,0,0,Usage
318,DatabaseReceiver,used in the tests for the database argument in signals #13552,0,0,Usage
321,DblFromGeom,in by reference as the last argument.,0,0,Usage
325,DisallowedModelAdminToField,invalid to field was passed to admin view via url query string,0,0,Usage
327,DjangoHTMLTranslator,django specific rest to html tweaks.,0,0,Usage
840,TestImageFieldFile,custom field file class that records whether or not the underlying file,0,0,Usage
329,Dumpdata,tests for dumpdata management command.,0,0,Usage
841,TestImageFieldFile,was opened.,0,0,Usage
331,EarliestOrLatestTests,tests for the earliest and latest objects methods,0,0,Usage
844,TestRouter,routes to the other database if the model name starts with other .,0,0,Usage
846,TestUtils,this doc output is required for testing.,0,0,Usage
337,ErrorDict,a collection of errors that knows how to display itself in various formats.,0,0,Usage
341,ExceptionThatFailsUnpickling,"after pickling, this class fails unpickling with an error about incorrect",0,0,Usage
342,ExceptionThatFailsUnpickling,arguments passed to init .,0,0,Usage
345,FakePayload,a wrapper around bytesio that restricts what can be read since data from,0,0,Usage
346,FakePayload,the network can t be sought and cannot be read outside of its content,0,0,Usage
347,FakePayload,length.,0,0,Usage
859,UniqueAnchor,this is a model that can be used as,0,0,Usage
348,FakePayload,this makes sure that views can t do anything under the test client,0,0,Usage
860,UniqueAnchor,something for other models to point at,0,0,Usage
349,FakePayload,that wouldn t work in real life.,0,0,Usage
863,UpdateError,occurs if django tries to update a session that was deleted.,0,0,Usage
865,UserCreationForm,"a form that creates a user, with no privileges, from the given username and",0,0,Usage
866,UserCreationForm,password.,0,0,Usage
355,FallbackStorage,try to store all messages in the first backend.,0,0,Usage
356,FallbackStorage,store any unstored,0,0,Usage
357,FallbackStorage,messages in each subsequent backend.,0,0,Usage
871,VariableWrapper,an adapter class for cursor variables that prevents the wrapped object,0,0,Usage
872,VariableWrapper,from being converted into a string when used to instantiate an oracleparam.,0,0,Usage
361,FootNote,model added for ticket 19838,0,0,Usage
363,FrenchTestCase,tests using the french translations of the sampleproject.,0,0,Usage
367,Group,table column fields,0,0,Usage
879,WindowFrame,model the frame clause in window expressions.,0,0,Usage
880,WindowFrame,there are two types of frame,0,0,Usage
881,WindowFrame,"clauses which are subclasses, however, all processing and validation by no",0,0,Usage
882,WindowFrame,means intended to be complete is done here.,0,0,Usage
371,GZipMiddleware,on the accept encoding header.,0,0,Usage
374,HiddenRangeWidget,a widget that splits input into two input type hidden inputs.,0,0,Usage
376,ImageFileDescriptor,"just like the filedescriptor, but for imagefields.",0,0,Usage
377,ImageFileDescriptor,the only difference is,0,0,Usage
378,ImageFileDescriptor,"assigning the width height to the width field height field, if appropriate.",0,0,Usage
890,XFrameOptionsDecoratorsTests,tests for the x frame options decorators.,0,0,Usage
893,XFrameOptionsMiddleware,do not set the header if it s already set or if the response contains,0,0,Usage
382,IncompleteCategoryFormWithExclude,a form that replaces the model s url field with a custom one.,0,0,Usage
894,XFrameOptionsMiddleware,a xframe options exempt value set to true.,0,0,Usage
386,Individual,a model with a fk to itself.,0,0,Usage
397,InputStreamExhausted,no more reads are allowed from this device.,0,0,Usage
400,IntFromGeom,"argument is a geometry, return type is an integer.",0,0,Usage
403,InvalidBasesError,a model s base classes can t be resolved.,0,0,Usage
405,KMLSitemap,a minimal hook to produce kml sitemaps.,0,0,Usage
407,ListMixin,a base class which provides complete list interface.,0,0,Usage
408,ListMixin,derived classes must call listmixin s init function,0,0,Usage
409,ListMixin,and implement the following,0,0,Usage
410,ListMixin,"function get single external self, i",0,0,Usage
411,ListMixin,return single item with index i for general use.,0,0,Usage
412,ListMixin,the index i will always satisfy 0 i len self .,0,0,Usage
413,ListMixin,"function get single internal self, i",0,0,Usage
414,ListMixin,"same as above, but for use within the class optional",0,0,Usage
415,ListMixin,note that if get single internal and get single internal return,0,0,Usage
416,ListMixin,"different types of objects, set list must distinguish",0,0,Usage
417,ListMixin,between the two and handle each appropriately.,0,0,Usage
418,ListMixin,"function set list self, length, items",0,0,Usage
419,ListMixin,recreate the entire object.,0,0,Usage
420,ListMixin,note items may be a generator which calls get single internal.,0,0,Usage
421,ListMixin,"therefore, it is necessary to cache the values in a temporary",0,0,Usage
422,ListMixin,temp list items,0,0,Usage
423,ListMixin,before clobbering the original storage.,0,0,Usage
424,ListMixin,"function set single self, i, value",0,0,Usage
425,ListMixin,set the single item at index i to value optional,0,0,Usage
426,ListMixin,"if left undefined, all mutations will result in rebuilding",0,0,Usage
427,ListMixin,the object using set list.,0,0,Usage
428,ListMixin,function len self,0,0,Usage
429,ListMixin,return the length,0,0,Usage
430,ListMixin,int minlength,0,0,Usage
431,ListMixin,the minimum legal length optional,0,0,Usage
432,ListMixin,int maxlength,0,0,Usage
433,ListMixin,the maximum legal length optional,0,0,Usage
434,ListMixin,type or tuple allowed,0,0,Usage
435,ListMixin,a type or tuple of allowed item types optional,0,0,Usage
465,LogoutThenLoginTests,tests for the logout then login view,0,0,Usage
467,MakeListTests,"the make list filter can destroy existing escaping, so the results are",0,0,Usage
468,MakeListTests,escaped.,0,0,Usage
471,ManagementForm,keep track of how many form instances are displayed on the page.,0,0,Usage
476,MemcachedCache,an implementation of a cache binding using python memcached,0,0,Usage
478,MemoryFileUploadHandler,file upload handler to stream uploads into memory used for small files .,0,0,Usage
480,Migration,the base class for all migrations.,0,0,Usage
504,MigrationGraph,represent the digraph of all migrations in a project.,0,0,Usage
505,MigrationGraph,"each migration is a node, and each dependency is an edge.",0,0,Usage
506,MigrationGraph,there are,0,0,Usage
507,MigrationGraph,no implicit dependencies between numbered migrations the numbering is,0,0,Usage
508,MigrationGraph,merely a convention to aid file listing.,0,0,Usage
1042,capture_output,context manager for capturing stdout err,0,0,Usage
1044,CapturingDisplayPublisher,a displaypublisher that store,1,0,Usage
1046,CellMagicRole,cross reference role displayed with a %% prefix,0,0,Usage
1048,DisplayHook,the custom ipython displayhook to replace sys^displayhook.,1,0,Usage
1049,DisplayHook,"this class does many things, but the basic idea is that it is a callable",0,0,Usage
1050,DisplayHook,that gets called anytime user code returns a value.,1,0,Usage
1054,DummyMod,a dummy module used for ipython s interactive module when,0,0,Usage
1055,DummyMod,a namespace must be assigned to the module s dict .,1,0,Usage
1058,GeoJSON,geojson expects json able dict,0,0,Usage
1059,GeoJSON,not an already serialized json string.,1,0,Usage
1060,GeoJSON,"scalar types none, number, string are not allowed, only dict containers.",0,0,Usage
1064,HelpEnd,transformer for help syntax obj?,1,0,Usage
1065,HelpEnd,and obj?,0,0,Usage
1068,HistoryAccessor,access the history database without adding to it.,1,0,Usage
1078,InteractiveShellApp,as part of configuring a shell environment.,0,0,Usage
1079,InteractiveShellApp,the following methods should be called by the meth initialize method,1,0,Usage
1080,InteractiveShellApp,of the subclass,0,0,Usage
1081,InteractiveShellApp,meth init path,1,0,Usage
1082,InteractiveShellApp,meth init shell to be implemented by the subclass,0,0,Usage
1083,InteractiveShellApp,meth init gui pylab,1,0,Usage
1084,InteractiveShellApp,meth init extensions,0,0,Usage
1085,InteractiveShellApp,meth init code,1,0,Usage
1095,IPythonInputSplitter,an input splitter that recognizes all of ipython s special syntax.,0,0,Usage
1097,LazyEvaluate,this is used for formatting strings with values that need to be updated,1,0,Usage
1098,LazyEvaluate,"at that time, such as the current time or working directory.",0,0,Usage
1101,Magics,base class for implementing magic functions.,1,0,Usage
1102,Magics,shell functions which can be reached as %function name.,0,0,Usage
1106,Magics,"this can make some functions easier to type, eg%cd .",1,0,Usage
1107,Magics,.,0,0,Usage
1108,Magics,vs. %cd .,1,0,Usage
1109,Magics,.,0,0,Usage
1132,MyFrame,this is myframe.,1,0,Usage
1133,MyFrame,"it just shows a few controls on a wxpanel,",0,0,Usage
1134,MyFrame,and has a simple menu.,1,0,Usage
1138,Obj,namespace to hold arbitrary information.,0,0,Usage
1140,RichPromptDisplayHook,subclass of base display hook using coloured prompt,1,0,Usage
1142,Struct,a dict subclass with attribute style access.,0,0,Usage
1143,Struct,this dict subclass has a a few extra features,1,0,Usage
1144,Struct,attribute style access.,0,0,Usage
1145,Struct,"protection of class members like keys, items when using attribute",1,0,Usage
1146,Struct,style access.,0,0,Usage
1147,Struct,the ability to restrict assignment to only existing keys.,1,0,Usage
1148,Struct,intelligent merging.,0,0,Usage
1149,Struct,overloaded operators.,0,0,Usage
1158,TBTools,basic tools used by all traceback printer classes.,0,0,Usage
1160,TermColors,color escape sequences.,0,0,Usage
1161,TermColors,this class defines the escape sequences for all the standard ansi?,0,0,Usage
1162,TermColors,colors in terminals.,0,0,Usage
1163,TermColors,also defines a nocolor escape which is just the null,0,0,Usage
1164,TermColors,"string, suitable for defining dummy color schemes in terminals which get",0,0,Usage
1165,TermColors,confused by color escapes.,0,0,Usage
912,Audio,create an audio object.,0,0,Usage
913,Audio,when this object is returned by an input cell or passed to the,0,0,Usage
914,Audio,"display function, it will result in audio controls being displayed",0,0,Usage
915,Audio,in the frontend only works in the notebook .,0,0,Usage
916,Audio,parameters,0,0,Usage
917,Audio,"data numpy array, list, unicode, str or bytes",0,0,Usage
918,Audio,can be one of,0,0,Usage
1174,UserMagics,placeholder for user defined magics to be added at runtime.,0,0,Usage
919,Audio,numpy 1d array containing the desired waveform mono,0,0,Usage
1175,UserMagics,"all magics are eventually merged into a single namespace at runtime, but we",0,0,Usage
920,Audio,numpy 2d array containing waveforms for each channel.,0,0,Usage
1176,UserMagics,use this class to isolate the magics defined dynamically by the user into,0,0,Usage
921,Audio,"shape nchan, nsamples .",0,0,Usage
1177,UserMagics,their own class.,0,0,Usage
922,Audio,"for the standard channel order, see",0,0,Usage
923,Audio,http msdn^microsoft.com en us library windows hardware dn653308 v vs.85 ^aspx,0,0,Usage
924,Audio,list of float or integer representing the waveform mono,0,0,Usage
925,Audio,string containing the filename,0,0,Usage
926,Audio,bytestring containing raw pcm data or,0,0,Usage
927,Audio,url pointing to a file on the web.,0,0,Usage
928,Audio,"if the array option is used, the waveform will be normalized.",0,0,Usage
929,Audio,"if a filename or url is used, the format support will be browser",0,0,Usage
1185,YouTubeVideo,"class for embedding a youtube video in an ipython session, based on its video id.",0,0,Usage
930,Audio,dependent.,0,0,Usage
931,Audio,url unicode,0,0,Usage
932,Audio,a url to download the data from.,0,0,Usage
933,Audio,filename unicode,0,0,Usage
934,Audio,path to a local file to load the data from.,0,0,Usage
935,Audio,embed boolean,0,0,Usage
936,Audio,should the audio data be embedded using a data uri true or should,0,0,Usage
937,Audio,the original source be referenced.,0,0,Usage
938,Audio,set this to true if you want the,0,0,Usage
939,Audio,audio to playable later with no internet connection in the notebook.,0,0,Usage
940,Audio,"default is true , unless the keyword argument url is set, then",0,0,Usage
941,Audio,default value is false .,0,0,Usage
1197,YouTubeVideo,https developers^google.com youtube player parameters#parameters,0,0,Usage
942,Audio,rate integer,0,0,Usage
943,Audio,the sampling rate of the raw data.,0,0,Usage
944,Audio,only required when data parameter is being used as an array,0,0,Usage
945,Audio,autoplay bool,0,0,Usage
946,Audio,set to true if the audio should immediately start playing.,0,0,Usage
947,Audio,default is false .,0,0,Usage
948,Audio,normalize bool,0,0,Usage
949,Audio,whether audio should be normalized rescaled to the maximum possible,0,0,Usage
950,Audio,range.,0,0,Usage
951,Audio,default is true .,0,0,Usage
952,Audio,"when set to false , data must be between",0,0,Usage
953,Audio,"1 and 1 inclusive , otherwise an error is raised.",0,0,Usage
954,Audio,applies only when data is a list or array of samples other types of,0,0,Usage
955,Audio,audio are never normalized.,0,0,Usage
1280,ConfigDict,"if the sanity check is itself a dictionary of rules, values are expected",0,0,Usage
1281,ConfigDict,to be dictionaries or lists of items that match the rules defined.,1,0,Usage
1282,ConfigDict,this,0,0,Usage
1283,ConfigDict,should be used with an empty list or dictionary as a default value.,1,0,Usage
1284,ConfigDict,configuration data can be nested by including a dictionary of further,0,0,Usage
1285,ConfigDict,rules in place of the default value.,1,0,Usage
1286,ConfigDict,"if the default value is an empty list, it is assumed to be a list of",0,0,Usage
1287,ConfigDict,values of the type specified.,1,0,Usage
1424,ConfigureMailboxes,add one or more mailboxes.,0,0,Usage
1425,ConfigureMailboxes,"if not account is specified, the mailbox is only assigned an id for use",1,0,Usage
1426,ConfigureMailboxes,in the metadata index.,0,0,Usage
1427,ConfigureMailboxes,"if an account is specified, the mailbox will be assigned to that account",1,0,Usage
1428,ConfigureMailboxes,and configured for automatic indexing.,0,0,Usage
1434,ConnectToGuiOMatic,connect to a waiting gui o matic gui,1,0,Usage
1436,ContactSet,"set contact lines, ensuring contact exists",0,0,Usage
1438,EncryptedIntDict,encrypteddict which only deals in signed 64 bit int values.,1,0,Usage
1439,EncryptedIntDict,this also adds a working keys function.,0,0,Usage
1442,EncryptedUnicodeDict,encrypteddict which only deals in unicode values.,1,0,Usage
1444,Event,this is a single event in the event log.,0,0,Usage
1445,Event,actual interpretation and,1,0,Usage
1446,Event,rendering of events should be handled by the respective source class.,0,0,Usage
1450,Forward,create forwarding drafts of one or more messages,1,0,Usage
1452,Group_,view groups,0,0,Usage
1454,HashCash,try to collide a hash using the smtorp algorithm,0,0,Usage
1456,ListTags,list tags,0,0,Usage
1458,MailpileJinjaLoader,a jinja2 template loader which uses the mailpile configuration,0,0,Usage
1459,MailpileJinjaLoader,and plugin system to find template files.,0,0,Usage
1462,MailpileMailbox,a maildir class for windows using !,0,0,Usage
1463,MailpileMailbox,instead of in filenames,0,0,Usage
1466,MailpileVFS,"this is a router object that implements the vfs interface but,",0,0,Usage
1467,MailpileVFS,delegating calls to individual implementations.,0,0,Usage
1470,MoveFilter,move an auto tagging rule,0,0,Usage
1215,_MockPOP3,base mock that pretends to be a poplib pop3 connection.,0,0,Usage
1472,OldPostingList,a posting list is a map of search terms to message ids.,0,0,Usage
1474,Rescan,add new messages to index,0,0,Usage
1476,StorageBackedLongs,this combines storagebackeddata with pack unpacklonglist to pack,0,0,Usage
1477,StorageBackedLongs,and save sets of ints.,0,0,Usage
1496,Util,utility functions for builds,0,0,Usage
1498,Vcard,display a single vcard,0,0,Usage
1500,VCardSet,"add a lines to a vcard, ensuring vcard exists",0,0,Usage
1502,VCardStore,this is a disk backed in memory collection of vcards.,0,0,Usage
1263,AutocryptSearch,search for the autocrypt database.,0,0,Usage
1265,AutoTlsConnBroker,"this broker tries to auto upgrade connections to use tls, or at",0,0,Usage
1266,AutoTlsConnBroker,least do the ssl handshake here so we can record info about it.,0,0,Usage
1269,ConfigDict,"a sanity checking, self documenting dictionary of program settings.",0,0,Usage
1270,ConfigDict,the object must be initialized with a dictionary which describes in,0,0,Usage
1271,ConfigDict,"a structured way what variables exist, what their legal values are,",0,0,Usage
1272,ConfigDict,and what their defaults are and what they are for.,0,0,Usage
1273,ConfigDict,each variable definition expects three values,0,0,Usage
1274,ConfigDict,1,0,0,Usage
1275,ConfigDict,a human readable description of what the variable is,0,0,Usage
1276,ConfigDict,2,0,0,Usage
1277,ConfigDict,a data type sanity check,0,0,Usage
1278,ConfigDict,3,0,0,Usage
1279,ConfigDict,a default value,0,0,Usage
2048,PlotAccessor,name from matplotlib.,0,0,Usage
2049,PlotAccessor,"colorbar bool, optional",1,0,Usage
2050,PlotAccessor,"if true, plot colorbar only relevant for scatter and hexbin",0,0,Usage
2051,PlotAccessor,plots .,1,0,Usage
2052,PlotAccessor,position float,0,0,Usage
2053,PlotAccessor,specify relative alignments for bar plot layout.,1,0,Usage
