comment_sentence_id,class,comment_sentence,partition,instance_type,category
604,KerberosDelegationTokenAuthenticator.java,it falls back to the @link pseudodelegationtokenauthenticator if the http,1,0,summary
605,KerberosDelegationTokenAuthenticator.java,endpoint does not trigger a spnego authentication,0,0,summary
104,BlocksMap.java,block s metadata currently includes blockcollection it belongs to and,1,0,summary
105,BlocksMap.java,the datanodes that store the block.,0,0,summary
619,LoggedTask.java,"it knows about the pssibly empty sequence of attempts, its i o footprint,",1,0,summary
620,LoggedTask.java,and its runtime.,0,0,summary
1132,TestSwiftFileSystemContract.java,some of the tests override the base class tests these,1,0,summary
621,LoggedTask.java,all of the public methods are simply accessors for the instance variables we,0,0,summary
1133,TestSwiftFileSystemContract.java,"are where swiftfs does not implement those features, or",1,0,summary
622,LoggedTask.java,want to write out in the json files.,0,0,summary
1134,TestSwiftFileSystemContract.java,when the behavior of swiftfs does not match the normal,1,0,summary
1135,TestSwiftFileSystemContract.java,contract which normally means that directories and equal files,0,0,summary
1136,TestSwiftFileSystemContract.java,are being treated as equal.,1,0,summary
120,CapacitySchedulerPlanFollower.java,"this implementation does so, by",0,0,summary
632,LogWebService.java,support only atsv2 client only.,1,0,summary
121,CapacitySchedulerPlanFollower.java,"adding removing resizing leaf queues in the scheduler, thus affecting the",0,0,summary
122,CapacitySchedulerPlanFollower.java,dynamic behavior of the scheduler in a way that is consistent with the,1,0,summary
1146,TestTaskCommit.java,the framework s fileoutputcommitter cleans up any temporary,0,0,summary
123,CapacitySchedulerPlanFollower.java,content of the plan.,1,0,summary
124,CapacitySchedulerPlanFollower.java,it also updates the plan s view on how much resources,0,0,summary
1148,TestTaskCommit.java,we want the test case to,1,0,summary
125,CapacitySchedulerPlanFollower.java,are available in the cluster.,0,0,summary
126,CapacitySchedulerPlanFollower.java,"this implementation of planfollower is relatively stateless, and it can",1,0,summary
638,MapContext.java,@param keyin the key input type to the mapper,0,0,summary
1150,TestTaskCommit.java,special committer that always requires commit.,1,0,summary
127,CapacitySchedulerPlanFollower.java,synchronize schedulers and plans that have arbitrary changes performing set,0,0,summary
639,MapContext.java,@param valuein the value input type to the mapper,1,0,summary
128,CapacitySchedulerPlanFollower.java,differences among existing queues .,0,0,summary
640,MapContext.java,@param keyout the key output type from the mapper,1,0,summary
129,CapacitySchedulerPlanFollower.java,this makes it resilient to frequency of,0,0,summary
641,MapContext.java,@param valueout the value output type from the mapper,1,0,summary
130,CapacitySchedulerPlanFollower.java,"synchronization, and rm restart issues no catch up is necessary .",0,0,summary
652,MetricsCache.java,cached record,1,0,summary
1164,TestUpgradeDomainBlockPlacementPolicy.java,the test configs upgrade domain for nodes via admin json,0,0,summary
1165,TestUpgradeDomainBlockPlacementPolicy.java,config file and put some nodes to decommission state.,1,0,summary
1166,TestUpgradeDomainBlockPlacementPolicy.java,the test then verifies replicas are placed on the nodes that,0,0,summary
1167,TestUpgradeDomainBlockPlacementPolicy.java,satisfy the upgrade domain policy.,1,0,summary
656,NativeBatchProcessor.java,"used to create channel, transfer data and command between java and native",0,0,summary
660,NativeSingleLineParser.java,p the expected log format is normalizedjobname numinstances submittime,1,0,summary
661,NativeSingleLineParser.java,starttime endtime jobinstancename memusage coreusage,0,0,summary
151,Classpath.java,the output likely will include wildcards in the classpath.,1,0,summary
1175,TextInputFormat.java,either linefeed or carriage return are used to signal end of line.,0,0,summary
1178,TextInputFormat.java,.,1,0,summary
156,Classpath.java,this is useful in situations where wildcard syntax isn t usable.,0,0,summary
157,Classpath.java,"with the jar argument, it writes the classpath as a manifest in a jar file.",1,0,summary
672,Node2ObjectsMap.java,this information is built from the dn container reports.,0,0,summary
1190,TimelineDataToRetrieve.java,ul,1,0,summary
1191,TimelineDataToRetrieve.java,li b confstoretrieve b used for deciding which configs to return,0,0,summary
1192,TimelineDataToRetrieve.java,in response.,1,0,summary
1193,TimelineDataToRetrieve.java,this is represented as a @link timelinefilterlist object,0,0,summary
1194,TimelineDataToRetrieve.java,containing @link timelineprefixfilter objects.,1,0,summary
1195,TimelineDataToRetrieve.java,these can either be,0,0,summary
172,ComparableVersion.java,code source of this file http grepcode^com file repo1^maven.org maven2 org^apache.maven maven artifact 31.1 org apache maven artifact versioning comparableversion^java modifications made on top of the source 1.,1,0,summary
1196,TimelineDataToRetrieve.java,exact config keys or prefixes which are then compared against config,0,0,summary
173,ComparableVersion.java,changed package org^apache.maven^artifact.versioning to package org^apache.hadoop^util 2.,1,0,summary
1199,TimelineDataToRetrieve.java,"or empty, all configurations will be fetched if fieldstoretrieve",0,0,summary
176,ComparableVersion.java,p features,1,0,summary
1200,TimelineDataToRetrieve.java,contains @link field#configs or @link field#all .,0,0,summary
177,ComparableVersion.java,ul,1,0,summary
1202,TimelineDataToRetrieve.java,confused with configfilters which is used to decide which entities to,0,0,summary
1203,TimelineDataToRetrieve.java,return instead.,1,0,summary
1204,TimelineDataToRetrieve.java,li,0,0,summary
693,OzoneObj.java,ozone objects supported for acl.,1,0,summary
694,OzoneObj.java,ozone objects supported for acl.,0,0,summary
1206,TimelineDataToRetrieve.java,in response.,1,0,summary
1207,TimelineDataToRetrieve.java,this is represented as a @link timelinefilterlist object,0,0,summary
1208,TimelineDataToRetrieve.java,containing @link timelineprefixfilter objects.,1,0,summary
1209,TimelineDataToRetrieve.java,these can either be,0,0,summary
1210,TimelineDataToRetrieve.java,exact metric ids or prefixes which are then compared against metric,1,0,summary
699,PartialOutputCommitter.java,interface for an @link org^apache.hadoop^mapreduce.outputcommitter,0,0,summary
188,ComparableVersion.java,li code milestone code or code m code li,1,0,summary
189,ComparableVersion.java,li code rc code or code cr code li,0,0,summary
1213,TimelineDataToRetrieve.java,"or empty, all metrics will be fetched if fieldstoretrieve contains",1,0,summary
190,ComparableVersion.java,li code snapshot code li,0,0,summary
191,ComparableVersion.java,li code the empty string code or code ga code or code final code li,1,0,summary
192,ComparableVersion.java,li code sp code li,0,0,summary
1216,TimelineDataToRetrieve.java,with metricfilters which is used to decide which entities to return,1,0,summary
193,ComparableVersion.java,ul,0,0,summary
1217,TimelineDataToRetrieve.java,instead.,1,0,summary
194,ComparableVersion.java,"unknown qualifiers are considered after known qualifiers, with lexical order always case insensitive ,",0,0,summary
1218,TimelineDataToRetrieve.java,li,1,0,summary
195,ComparableVersion.java,li,0,0,summary
197,ComparableVersion.java,li,1,0,summary
1222,TimelineDataToRetrieve.java,"namely entity id, entity type and entity created time.",0,0,summary
199,ComparableVersion.java,@see a href https cwiki^apache.org confluence display mavenold versioning versioning on maven wiki a,1,0,summary
1223,TimelineDataToRetrieve.java,all fields will,0,0,summary
712,QuasiMonteCarlo.java,using a quasi monte carlo qmc method.,0,0,summary
713,QuasiMonteCarlo.java,arbitrary integrals can be approximated numerically by qmc methods.,0,0,summary
1225,TimelineDataToRetrieve.java,li,0,0,summary
714,QuasiMonteCarlo.java,"in this example,",0,0,summary
715,QuasiMonteCarlo.java,"we use a qmc method to approximate the integral i int s f x dx ,",0,0,summary
716,QuasiMonteCarlo.java,"where s 0,1 ^2 is a unit square,",0,0,summary
1228,TimelineDataToRetrieve.java,number of metrics to return.,0,0,summary
717,QuasiMonteCarlo.java,"x x 1,x 2 is a 2 dimensional point,",0,0,summary
1229,TimelineDataToRetrieve.java,this parameter is ignored if metrics are not to,0,0,summary
718,QuasiMonteCarlo.java,"and f is a function describing the inscribed circle of the square s ,",0,0,summary
1230,TimelineDataToRetrieve.java,be fetched.,0,0,summary
719,QuasiMonteCarlo.java,"f x 1 if 2x 1 1 ^2 2x 2 1 ^2 &lt 1 and f x 0 , otherwise.",0,0,summary
1231,TimelineDataToRetrieve.java,li,0,0,summary
720,QuasiMonteCarlo.java,it is easy to see that pi is equal to 4i .,0,0,summary
721,QuasiMonteCarlo.java,so an approximation of pi is obtained once i is evaluated numerically.,0,0,summary
1233,TimelineDataToRetrieve.java,be retrieved.,0,0,summary
722,QuasiMonteCarlo.java,there are better methods for computing pi.,0,0,summary
723,QuasiMonteCarlo.java,we emphasize numerical approximation of arbitrary integrals in this example.,0,0,summary
1235,TimelineDataToRetrieve.java,li,0,0,summary
724,QuasiMonteCarlo.java,"for computing many digits of pi, consider using bbp.",0,0,summary
725,QuasiMonteCarlo.java,the implementation is discussed below.,0,0,summary
1237,TimelineDataToRetrieve.java,be retrieved.,0,0,summary
726,QuasiMonteCarlo.java,mapper,0,0,summary
727,QuasiMonteCarlo.java,generate points in a unit square,0,0,summary
1239,TimelineDataToRetrieve.java,li,0,0,summary
728,QuasiMonteCarlo.java,and then count points inside outside of the inscribed circle of the square.,0,0,summary
1240,TimelineDataToRetrieve.java,ul,0,0,summary
729,QuasiMonteCarlo.java,reducer,0,0,summary
741,QuasiMonteCarlo.java,generate points in a unit square,0,0,summary
742,QuasiMonteCarlo.java,and then count points inside outside of the inscribed circle of the square.,0,0,summary
249,DBProfile.java,documentation for options.,0,0,summary
250,DBProfile.java,p,0,0,summary
251,DBProfile.java,https github^com facebook rocksdb blob master include rocksdb options^h,0,0,summary
252,DBProfile.java,p,0,0,summary
253,DBProfile.java,most tuning parameters are based on this url.,0,0,summary
254,DBProfile.java,p,0,0,summary
255,DBProfile.java,https github^com facebook rocksdb wiki setup options and basic tuning,0,0,summary
776,Query.java,the query is usually a partial record.,0,0,summary
777,Query.java,@param t type of the record to query.,0,0,summary
784,RandomKeyGenerator.java,wrapper to hold ozone keyvalidate entry.,0,0,summary
785,RandomKeyGenerator.java,validates the write done in ozone cluster.,0,0,summary
274,DelegatingSSLSocketFactory.java,"specifically, either openssl or jsse can be used.",0,0,summary
275,DelegatingSSLSocketFactory.java,openssl offers better,0,0,summary
276,DelegatingSSLSocketFactory.java,performance than jsse and is made available via the,0,0,summary
277,DelegatingSSLSocketFactory.java,a href https github^com wildfly wildfly openssl wildlfy openssl a,0,0,summary
278,DelegatingSSLSocketFactory.java,library.,0,0,summary
279,DelegatingSSLSocketFactory.java,p,0,0,summary
791,ReencryptionUpdater.java,p,0,0,summary
280,DelegatingSSLSocketFactory.java,the factory has several different modes of operation,0,0,summary
281,DelegatingSSLSocketFactory.java,ul,0,0,summary
793,ReencryptionUpdater.java,p,0,0,summary
282,DelegatingSSLSocketFactory.java,li openssl uses the wildly openssl library to delegate to the,0,0,summary
283,DelegatingSSLSocketFactory.java,system installed openssl.,0,0,summary
284,DelegatingSSLSocketFactory.java,if the wildfly openssl integration is not,0,0,summary
285,DelegatingSSLSocketFactory.java,"properly setup, an exception is thrown.",0,0,summary
797,ReencryptionUpdater.java,class to track re encryption submissions of a single zone.,0,0,summary
286,DelegatingSSLSocketFactory.java,li,0,0,summary
800,ReencryptionUpdater.java,processed.,0,0,summary
289,DelegatingSSLSocketFactory.java,li,0,0,summary
291,DelegatingSSLSocketFactory.java,it disables the gcm cipher when running on java 8.,0,0,summary
292,DelegatingSSLSocketFactory.java,li,0,0,summary
295,DelegatingSSLSocketFactory.java,li,0,0,summary
296,DelegatingSSLSocketFactory.java,ul,0,0,summary
297,DelegatingSSLSocketFactory.java,p,0,0,summary
301,DelegatingSSLSocketFactory.java,p,0,0,summary
302,DelegatingSSLSocketFactory.java,default jsse is not truly the the default jsse implementation because,0,0,summary
303,DelegatingSSLSocketFactory.java,the gcm cipher is disabled when running on java 8.,0,0,summary
304,DelegatingSSLSocketFactory.java,"however, the name",0,0,summary
305,DelegatingSSLSocketFactory.java,was not changed in order to preserve backwards compatibility.,0,0,summary
306,DelegatingSSLSocketFactory.java,"instead,",0,0,summary
307,DelegatingSSLSocketFactory.java,a new mode called default jsse with gcm delegates to the default jsse,0,0,summary
308,DelegatingSSLSocketFactory.java,implementation with no changes to the list of enabled ciphers.,0,0,summary
309,DelegatingSSLSocketFactory.java,p,0,0,summary
831,RegistryInternalConstants.java,these are the things which aren t visible to users.,0,0,summary
838,ResourceBlacklistRequest.java,@see resourcerequest,0,0,summary
839,ResourceBlacklistRequest.java,@see applicationmasterprotocol#allocate org^apache.hadoop^yarn.api^protocolrecords.allocaterequest,0,0,summary
1356,TypedEvent.java,@param t,0,0,summary
847,ResourceRequestsJsonVerifications.java,with the help of the,0,0,summary
848,ResourceRequestsJsonVerifications.java,"@link builder , users can also make verifications of the custom resource",0,0,summary
849,ResourceRequestsJsonVerifications.java,types and its values.,0,0,summary
1362,UniformSizeInputFormat.java,it looks at the copy listing and groups the contents into input splits such,0,0,summary
1363,UniformSizeInputFormat.java,that the total number of bytes to be copied for each input split is,0,0,summary
1364,UniformSizeInputFormat.java,uniform.,0,0,summary
1373,Utils.java,this class filters output part files from the given directory,0,0,summary
1374,Utils.java,it does not accept files with filenames logs and success.,0,0,summary
1375,Utils.java,this can be used to list paths of output directory as follows,0,0,summary
1376,Utils.java,"path filelist fileutil^stat2paths fs^liststatus outdir,",0,0,summary
1377,Utils.java,new outputfilesfilter,0,0,summary
1378,Utils.java,this class filters log files from directory given,0,0,summary
1379,Utils.java,it doesnt accept paths having logs.,0,0,summary
1380,Utils.java,this can be used to list paths of output directory as follows,0,0,summary
1381,Utils.java,"path filelist fileutil^stat2paths fs^liststatus outdir,",0,0,summary
1382,Utils.java,new outputlogfilter,0,0,summary
876,SafeModeException.java,client cannot modified namespace until the safe mode is off.,0,0,summary
365,DiskBalancerCluster.java,p,0,0,summary
366,DiskBalancerCluster.java,please note,0,0,summary
367,DiskBalancerCluster.java,semantics of inclusionlist and exclusionlists.,0,0,summary
368,DiskBalancerCluster.java,p,0,0,summary
369,DiskBalancerCluster.java,if a non empty inclusionlist is specified then the diskbalancer assumes that,0,0,summary
370,DiskBalancerCluster.java,the user is only interested in processing that list of nodes.,0,0,summary
371,DiskBalancerCluster.java,this node list,0,0,summary
372,DiskBalancerCluster.java,is checked against the exclusionlist and only the nodes in inclusionlist but,0,0,summary
373,DiskBalancerCluster.java,not in exclusionlist is processed.,0,0,summary
374,DiskBalancerCluster.java,p,0,0,summary
375,DiskBalancerCluster.java,"if inclusionlist is empty, then we assume that all live nodes in the nodes is",0,0,summary
376,DiskBalancerCluster.java,to be processed by diskbalancer.,0,0,summary
377,DiskBalancerCluster.java,in that case diskbalancer will avoid any,0,0,summary
378,DiskBalancerCluster.java,nodes specified in the exclusionlist but will process all nodes in the,0,0,summary
379,DiskBalancerCluster.java,cluster.,0,0,summary
380,DiskBalancerCluster.java,p,0,0,summary
1404,WritableComparator.java,p this base implementation uses the natural ordering.,0,0,summary
381,DiskBalancerCluster.java,"in other words, an empty inclusionlist is means all the nodes otherwise",0,0,summary
1405,WritableComparator.java,to define alternate,0,0,summary
382,DiskBalancerCluster.java,only a given list is processed and exclusionlist is always honored.,0,0,summary
1406,WritableComparator.java,"orderings, override @link #compare writablecomparable,writablecomparable .",0,0,summary
1407,WritableComparator.java,p one may optimize compare intensive operations by overriding,0,0,summary
1408,WritableComparator.java,"@link #compare byte ,int,int,byte ,int,int .",0,0,summary
1409,WritableComparator.java,static utility methods are,0,0,summary
1410,WritableComparator.java,provided to assist in optimized implementations of this method.,0,0,summary
899,StreamBaseRecordReader.java,a custom reader can be,0,0,summary
900,StreamBaseRecordReader.java,defined to be a recordreader with the constructor below and is selected with,0,0,summary
901,StreamBaseRecordReader.java,the option bin hadoopstreaming inputreader .,0,0,summary
902,StreamBaseRecordReader.java,@see streamxmlrecordreader,0,0,summary
910,StructureGenerator.java,constraints,0,0,summary
911,StructureGenerator.java,1,0,0,summary
912,StructureGenerator.java,"the number of subdirectories is a random number in minwidth, maxwidth .",0,0,summary
913,StructureGenerator.java,2,0,0,summary
914,StructureGenerator.java,"the maximum depth of each subdirectory is a random number 2 maxdepth 3, maxdepth .",0,0,summary
915,StructureGenerator.java,3,0,0,summary
916,StructureGenerator.java,files are randomly placed in the empty directories.,0,0,summary
917,StructureGenerator.java,the size of each,0,0,summary
918,StructureGenerator.java,file follows gaussian distribution.,0,0,summary
919,StructureGenerator.java,the generated namespace structure is described by two files in the output,0,0,summary
920,StructureGenerator.java,directory.,0,0,summary
1432,YarnAuthorizationProvider.java,it is excepted that any of the,0,0,summary
1433,YarnAuthorizationProvider.java,methods defined in this interface should be non blocking call and should not,0,0,summary
922,StructureGenerator.java,each line of the second file contains,0,0,summary
1434,YarnAuthorizationProvider.java,involve expensive computation as these method could be invoked in rpc.,0,0,summary
923,StructureGenerator.java,"the full name of a file and its size, separated by a blank.",0,0,summary
924,StructureGenerator.java,the synopsis of the command is,0,0,summary
413,EditLogTailer.java,the thread which does the actual work of tailing edits journals and,0,0,summary
925,StructureGenerator.java,java structuregenerator,0,0,summary
414,EditLogTailer.java,applying the transactions to the fsns.,0,0,summary
926,StructureGenerator.java,maxdepth maxdepth maximum depth of the directory tree default is 5.,0,0,summary
415,EditLogTailer.java,manage the active namenode proxy .,0,0,summary
927,StructureGenerator.java,minwidth minwidth minimum number of subdirectories per directories default is 1,0,0,summary
416,EditLogTailer.java,this cannot just be the a single proxy since we could,0,0,summary
928,StructureGenerator.java,maxwidth maxwidth maximum number of subdirectories per directories default is 5,0,0,summary
417,EditLogTailer.java,"failover across a number of namenodes, rather than just between an active and a standby.",0,0,summary
929,StructureGenerator.java,numoffiles #offiles the total number of files default is 10.,0,0,summary
418,EditLogTailer.java,p,0,0,summary
930,StructureGenerator.java,avgfilesize avgfilesizeinblocks average size of blocks default is 1.,0,0,summary
419,EditLogTailer.java,we lazily get a proxy to one of the configured namenodes and attempt to make the request,0,0,summary
931,StructureGenerator.java,outdir outdir output directory default is the current directory.,0,0,summary
420,EditLogTailer.java,against it.,0,0,summary
932,StructureGenerator.java,seed seed random number generator seed default is the current time.,0,0,summary
421,EditLogTailer.java,"if it doesn t succeed, either because the proxy failed to be created or the request",0,0,summary
933,StructureGenerator.java,in memory representation of a directory in memory representation of a file,0,0,summary
422,EditLogTailer.java,"failed, we try the next nn in the list.",0,0,summary
423,EditLogTailer.java,we try this up to the configuration maximum number of,0,0,summary
424,EditLogTailer.java,retries before throwing up our hands.,0,0,summary
425,EditLogTailer.java,a working proxy is retained across attempts since we,0,0,summary
426,EditLogTailer.java,expect the active namenode to switch rarely.,0,0,summary
427,EditLogTailer.java,p,0,0,summary
428,EditLogTailer.java,this mechanism is b very bad b for cases where we care about being i fast i it just,0,0,summary
429,EditLogTailer.java,blindly goes and tries namenodes.,0,0,summary
961,SwiftBadRequestException.java,data locality can t be calculated if openstack swift version is old.,0,0,summary
451,ErasureCodingPolicyManager.java,it loads customized policies and syncs with persisted ones in,0,0,summary
452,ErasureCodingPolicyManager.java,namenode image.,0,0,summary
453,ErasureCodingPolicyManager.java,this class is instantiated by the fsnamesystem.,0,0,summary
971,SwiftRestClient.java,get the current operation statistics.,0,0,summary
972,SwiftRestClient.java,@return a snapshot of the statistics,0,0,summary
461,EventWatcher.java,event watcher will send the tracked payload event after a timeout period,0,0,summary
973,SwiftRestClient.java,base class for all swift rest operations.,0,0,summary
462,EventWatcher.java,unless a confirmation from the original event completion event is arrived.,0,0,summary
974,SwiftRestClient.java,@param m request,0,0,summary
463,EventWatcher.java,@param timeout payload the type of the events which are tracked.,0,0,summary
975,SwiftRestClient.java,@param r result,0,0,summary
464,EventWatcher.java,@param completion payload the type of event which could cancel the,0,0,summary
976,SwiftRestClient.java,get the current operation statistics.,0,0,summary
465,EventWatcher.java,tracking.,0,0,summary
977,SwiftRestClient.java,@return a snapshot of the statistics,0,0,summary
981,SwiftRestClient.java,get the current operation statistics.,0,0,summary
982,SwiftRestClient.java,@return a snapshot of the statistics,0,0,summary
983,SwiftRestClient.java,generate an auth message.,0,0,summary
984,SwiftRestClient.java,@param r response,0,0,summary
985,SwiftRestClient.java,get the current operation statistics.,0,0,summary
986,SwiftRestClient.java,@return a snapshot of the statistics,0,0,summary
987,SwiftRestClient.java,create operation.,0,0,summary
989,SwiftRestClient.java,get the current operation statistics.,0,0,summary
990,SwiftRestClient.java,@return a snapshot of the statistics,0,0,summary
991,SwiftRestClient.java,delete operation.,0,0,summary
480,FairOrderingPolicy.java,if,0,0,summary
992,SwiftRestClient.java,@param r,0,0,summary
481,FairOrderingPolicy.java,sizedbasedweight is set to true then an application with high demand,0,0,summary
482,FairOrderingPolicy.java,may be prioritized ahead of an application with less usage.,0,0,summary
483,FairOrderingPolicy.java,this,0,0,summary
484,FairOrderingPolicy.java,"is to offset the tendency to favor small apps, which could result in",0,0,summary
486,FairOrderingPolicy.java,"continuously optional, default false",0,0,summary
1536,KVStore.java,kvstore instances are thread safe for both reads and writes.,0,0,summary
1537,KVStore.java,p,1,0,summary
1448,ChunkFetchSuccess.java,"similarly, the client side decoding will reuse the netty bytebuf as the buffer.",0,0,summary
1588,StreamHandle.java,this is used by @link org^apache.spark^network.shuffle^oneforoneblockfetcher .,1,0,summary
1595,UploadBlockStream.java,the actual block data is not contained here.,0,0,summary
1596,UploadBlockStream.java,it will be passed to the streamcallbackwithid,1,0,summary
1597,UploadBlockStream.java,that is returned from rpchandler^receivestream,0,0,summary
1471,JavaRecord.java,java bean class to be used with the example javasqlnetworkwordcount.,1,0,summary
1477,JavaStreamingTestExample.java,"the rows of the text files must be in the form boolean, double .",0,0,summary
1478,JavaStreamingTestExample.java,for example,1,0,summary
1479,JavaStreamingTestExample.java,"false, 392",0,0,summary
1480,JavaStreamingTestExample.java,"true, 9932",1,0,summary
1481,JavaStreamingTestExample.java,usage,0,0,summary
1482,JavaStreamingTestExample.java,javastreamingtestexample datadir batchduration numbatchestimeout,1,0,summary
1483,JavaStreamingTestExample.java,to run on your local machine using the directory datadir with 5 seconds between each batch and,0,0,summary
1484,JavaStreamingTestExample.java,"a timeout after 100 insignificant batches, call",1,0,summary
1485,JavaStreamingTestExample.java,bin run example mllib^javastreamingtestexample datadir 5 100,0,0,summary
1486,JavaStreamingTestExample.java,as you add text files to datadir the significance test wil continually update every,1,0,summary
1487,JavaStreamingTestExample.java,batchduration seconds until the test becomes significant p value 005 or the number of,0,0,summary
1488,JavaStreamingTestExample.java,batches processed exceeds numbatchestimeout .,1,0,summary
1506,KVStore.java,p,0,0,summary
1507,KVStore.java,there are two main features provided by the implementations of this interface,0,0,summary
1508,KVStore.java,p,0,0,summary
1509,KVStore.java,h3 serialization h3,0,0,summary
1510,KVStore.java,p,0,0,summary
1511,KVStore.java,"if the underlying data store requires serialization, data will be serialized to and deserialized",0,0,summary
1512,KVStore.java,"using a @link kvstoreserializer , which can be customized by the application.",0,0,summary
1513,KVStore.java,the serializer is,0,0,summary
1514,KVStore.java,"based on jackson, so it supports all the jackson annotations for controlling the serialization of",0,0,summary
1515,KVStore.java,app defined types.,0,0,summary
1516,KVStore.java,p,0,0,summary
1517,KVStore.java,p,0,0,summary
1518,KVStore.java,data is also automatically compressed to save disk space.,0,0,summary
1519,KVStore.java,p,0,0,summary
1520,KVStore.java,h3 automatic key management h3,0,0,summary
1521,KVStore.java,p,0,0,summary
1522,KVStore.java,"when using the built in key management, the implementation will automatically create unique",0,0,summary
1523,KVStore.java,keys for each type written to the store.,0,0,summary
1524,KVStore.java,"keys are based on the type name, and always start",0,0,summary
1525,KVStore.java,with the prefix character so that it s easy to use both manual and automatic key,0,0,summary
1526,KVStore.java,management apis without conflicts .,0,0,summary
1527,KVStore.java,p,0,0,summary
1528,KVStore.java,p,0,0,summary
1529,KVStore.java,another feature of automatic key management is indexing by annotating fields or methods of,0,0,summary
1530,KVStore.java,"objects written to the store with @link kvindex , indices are created to sort the data",0,0,summary
1531,KVStore.java,by the values of those properties.,0,0,summary
1532,KVStore.java,this makes it possible to provide sorting without having,0,0,summary
1533,KVStore.java,to load all instances of those types from the store.,0,0,summary
1534,KVStore.java,p,0,0,summary
1535,KVStore.java,p,0,0,summary
2048,ICodeReaderFactory.java,@noreference this interface is not intended to be referenced by clients.,0,0,summary
